Title,Job SubClassification,Job Classification,Full Job Description
Data Engineer,Database Development & Administration,Information & Communication Technology,"Company description:
Gamuda Land
Job description:
Job Summary
Design, build, and maintain scalable data pipelines that support the business's reporting, analytics, and operational needs. This role focuses on ingesting raw data from diverse sources, transforming it into clean, structured datasets, and making it accessible for stakeholders across the company. Work extensively with cloud technologies, leveraging platforms like Google Cloud Platform (GCP), specifically BigQuery for data warehousing, Cloud Composer (Apache Airflow) for workflow
orchestration, and Cloud Storage for data lake storage.
Key Responsibilities
Gain a thorough understanding of company operations and business terminology, with a specific focus on real estate-related activities.
Accurately understand business requirements and translate them into clear, actionable technical specifications for data processes.
Design, develop and implement robust ETL (Extract, Transform, Load) and ELT (Extract, Load,Transform) processes to facilitate efficient data movement and transformation.
Enhance SQL queries for performance and cost efficiency within BigQuery, ensuring fast and reliable data retrieval.
Build and manage Apache Airflow Directed Acyclic Graphs (DAGs) for task scheduling and data pipeline automation.
Work closely with data analysts and business users to understand their data needs and deliver effective data solutions.
Ensure the quality, integrity, and security of data across the ecosystem, adhering to best practices in data management.
Regularly improve data models and pipeline architectures to align with evolving business goals and analytics requirements.
To comply and adhere to all matters pertaining to Quality, Safety & Health and Environment related to the job scope and work place as required by the Company.
Any other duties that will be assigned from time to time by the Management.
Qualifications
Degree in Business/Commerce, Management Information Services, Information Science, Information Technology, Software Engineering, Computer Science, Engineering or equivalent experience.
Familiarity with analytics tools such as Tableau and Power BI to create simple reports and visualizations from data.
Understanding of data warehousing and ETL processes to assist in organizing and preparing data for analysis.
Introductory experience with Google Cloud services, especially BigQuery and Cloud SQL, to support data retrieval and management.
Basic understanding of Generative AI concepts and their potential applications in data analysis and reporting.
Ability to use Power BI for creating reports, with knowledge of features like the Power BI Data Gateway and Power Automate.
Willingness to work collaboratively with team members, aiding in data projects and contributing to team goals
Utilize various technologies, including:
SQL for data manipulation.
Python for scripting and orchestration of data workflows.
Docker for packaging applications and Kubernetes Pod images.
Google Cloud Platform services, including BigQuery for data warehousing, Cloud Composer for workflow orchestration, and Cloud Storage for data lake management.
CI/CD Pipelines using Git for version control and continuous integration/continuous deployment.
Skills & Abilities
Familiarity with data management platforms, data modeling techniques, and data visualization tools, combined with a foundational understanding of change management principles.
Proven ability to identify critical issues, collect and analyze relevant data for in-depth investigation, and develop actionable recommendations.
Proficient in recognizing potential risks in data processes and making timely recommendations to mitigate these risks effectively."
"Senior Executive, Data Scientist (Contract)",Database Development & Administration,Information & Communication Technology,"JOB SUMMARY
Responsible for the conceptualizing, planning, and prioritization of big data & machine learning model for After Sales.
Conducting quantitative research through statistical analysis and develop actionable insights.
Collaborating with internal division/departments to execute on strategic initiatives through project-based research and ad-hoc analysis.
Conduct exploratory data mining and analysis to understand customer behaviors, experience, engagement and uncover opportunities
To participate in projects to undertake improvement activities for the division level (i.e.5S, Kaizen etc).
Work cross-functionally with other related associates for Customers Lead Management, Loyalty Program & Customer Retention.
Review all the related guidelines (e.g: HPPG & Sales or After Sales Operation Guideline).
To perform “other” duties when requested.
Reporting to:
Head of Section, Business Intelligence (BI).
JOB REQUIREMENT
Bachelor Degree in Computer Science, Big Data, Statistic, Mathematic or related field of study.
Minimum of 2-3 years of experience in Data Science.
Strong analytical skill with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Strong verbal and written communication skills with the ability to interface cross functionality with other division/department.
Industry experience in data analytics, business intelligence, BigData, iOT or other similar areas.
Knowledge of scripting languages including Java, C++, Linux, Ruby, PHP, Python and R.
Knowledge and experience in SQL and MySQL or other related database.
Knowledge in Power BI and know how to connect various data sources.
Advantage to have Big Data related certification.
Excellent in project management, organization, reporting and analytical skills.
A self-motivated personality, and able to work efficiently by himself/herself, as well as in a team.
Trustworthiness and dependability.
Orientation towards quality and results.
Strategic and creative problem solving.
Able to work in a teamwork environment with minimal guidance.
Self-motivated individual with a high level of initiative and energy."
Big Data Development Engineer,Developers/Programmers,Information & Communication Technology,"Job Summary
You will work with cross-functional teams to ensure efficient and accurate data processing, storage and retrieval. The ideal candidate should have a solid background in Big Data technologies such as Hadoop, Spark and NoSQL databases.
Job Description:
1. Design, develop and implement big data solutions to process high volume data from various data sources.
2. Develop and maintain data pipelines to transform and load data into Hadoop or other Big Data platforms.
3. Optimise performance, scalability and reliability of Big Data solutions.
4. Monitor and troubleshoot Big Data jobs to ensure data accuracy and integrity.
5. Keep abreast of industry trends and best practices in the field of Big Data development and data processing.
6. Normal reading and writing in English, with spoken language skills.
Job Requirements:
1. Bachelor's degree in Computer Science, Information Systems, or related field.
2. 3+ years of hands-on experience as a Big Data Development Engineer or similar position.
3. Familiarity with Big Data technologies such as Hadoop, Spark and NoSQL databases.
4. Proficiency in programming languages such as Java, Spring Framework, Python or Scala.
5. Proficiency in task scheduling tools such as airflow, xxljob.
6. Familiar with common monitoring work, such as zabbix, grafana, ELK, understand Prometheus best.
7. Have the ability to write scripts independently, familiar with shell is preferred.
8. Experience with GRPC protocols, asynchronous patterns and messaging frameworks such as Kafka.
9. Experience with data modelling and ETL tools.
10. Ability to work independently and collaborate in a team environment.
11. Good communication and interpersonal skills
About Centific
Centific is a frontier AI data foundry that curates diverse, high-quality data, using our purpose-built technology platforms to empower the Magnificent Seven and our enterprise clients with safe, scalable AI deployment. Our team includes more than 150 PhDs and data scientists, along with more than 4,000 AI practitioners and engineers. We harness the power of an integrated solution ecosystem—comprising industry-leading partnerships and 1.8 million vertical domain experts in more than 230 markets—to create contextual, multilingual, pre-trained datasets; fine-tuned, industry-specific LLMs; and RAG pipelines supported by vector databases. Our zero-distance innovation™ solutions for GenAI can reduce GenAI costs by up to 80% and bring solutions to market 50% faster.
Our mission is to bridge the gap between AI creators and industry leaders by bringing best practices in GenAI to unicorn innovators and enterprise customers. We aim to help these organizations unlock significant business value by deploying GenAI at scale, helping to ensure they stay at the forefront of technological advancement and maintain a competitive edge in their respective markets.
Your Authentic Self at Centific
Centific is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. Centific is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Data Engineer,Engineering - Software,Information & Communication Technology,"Company Description
At Keypath, we invite you to be part of something transformative. As a global EdTech leader, we collaborate with prestigious universities to create and deliver online education solutions that tackle global social and economic challenges head-on.
Join our dynamic, fast-growing international team that thrives on collaboration, innovation, and lifelong learning. With offices in Kuala Lumpur, Melbourne, Sydney & Chicago, we are truly a global company. Today, we're a family of over 700 passionate ""Keypathers"" worldwide.
Join Keypath’s New APAC IT Division: Build, Innovate, and Grow
Keypath is establishing a brand-new IT division in the APAC region, creating an exciting opportunity to join a team from the ground up. As we build this division from scratch, we’re looking for passionate professionals eager to shape its foundation, drive innovation, and grow alongside a dynamic and collaborative team. This is a unique chance to be part of something new, influence key decisions, and develop your career within a global company committed to technological excellence.
Job Description
The Data Engineer at Keypath Education will collaborate with the APAC Data Engineering team to design and maintain essential data infrastructure and pipelines. They will act as a technical expert in system integration, data warehouse modeling, and creating semantic layers for actionable insights. The role emphasizes optimizing data pipelines and models for efficiency and reliability, driving growth across the Asia & Pacific region.
Key responsibilities include managing the data engineering lifecycle, analyzing business domains, understanding source data, and designing effective data pipelines and models. The candidate must have advanced skills in analytics and reporting, with the ability to build robust data models and integration pipelines for comprehensive data processing and visualization.
Key Accountabilities include (but are not limited to) the following:
Data Integration:
Design and implement scalable and efficient data integration pipelines using Azure Data factory which ingests structured and semi-structured data from diverse sources like APIs, databases, file-shares, data streams
Develop resilient system integration solutions leveraging Azure Functions, Python, .Net codebases and related development frameworks
Data Modelling:
Design and develop comprehensive data warehouse models using Kimball dimensional modelling techniques that are scalable and efficient
Develop and manage Azure Analysis Services semantic-layer tabular models to support business intelligence initiatives and self-service capabilities
Maintain data dictionaries and metadata repositories to document data models and their elements, ensuring compliance with cross-region and customer data policies
Insights & Analytics:
Create comprehensive Power BI solutions including advanced data models, interactive reports, data visualisation and dashboards through expert use of Power Query, DAX, and Power BI Service
Implement robust Power BI security, including Row-Level Security (RLS), to meet diverse cross-functional team and regional access needs
Manage the PowerBI instance including workspace, datasets, monitoring and troubleshooting and user access issues
Advanced Analytics:
Develop scientific modeling solutions using Machine Learning and Artificial Intelligence technologies to generate actionable insights
Implement predictive and prescriptive analytics solutions using advanced analytics methodologies to optimize decision-making and improve business outcomes
Delivery:
Deliver complex data engineering solutions using Agile methodologies and iterative development processes
Ensure quality of data engineering solutions by aligning with team’s architecture, development, productivity standards and processes
Collaborate closely with the Product team and subject matter experts to understand and translate data engineering and integration requirements into technical solutions
Ensure alignment of data engineering solutions with broader organizational strategic objectives and key performance indicators
DevOps:
Design and maintain robust Continuous Integration and Continuous Deployment (CI/CD) pipelines for seamless system integrations
Develop and maintain automation frameworks that enhance deployment efficiency and reduce manual intervention
Conduct thorough code reviews and manage pull request approvals in Azure DevOps to ensure code quality and knowledge sharing
Operations:
Proactively monitor data product health, security, data governance adherence, and regulatory compliance, ensuring operational stability and risk reduction
Manage and resolve data related incidents through thorough root cause analysis and timely implementation of effective remediation activities
Optimise the performance of data pipelines, queries, and overall data products for enhanced speed, efficiency, scalability and cost reduction
Review and implement continuous improvement activities to boost data product efficiency and quality
Qualifications
Education:
Minimum BS/BA Degree, preferably in a Technology, Computer Science, Mathematics or Statistics related discipline
Experience:
4+ years of data engineering experience with a proven history of successfully developing and deploying data-warehouse and data integration solutions using Microsoft Azure technologies
3+ years of experience with PowerBI and proficiency with semantic modelling and data packaging concepts (Cubes, Tabular Models)
2+ years of experience with Agile and scrum engineering practices and principles.
Technical:
Expert in Microsoft SQL Server database and Azure data engineering (Azure Data Factory, Azure Functions, Azure Data Lake, Logic Apps) with strong ETL/ELT and SQL/T-SQL scripting skills
Proven expertise in Business Intelligence and reporting tools (Microsoft PowerBI, DAX, Power Query, Azure Analysis Services) and related tools (Power Automate, Visual Studio, Tabular Editor, ALM Toolkit)
Hands-on experience with Azure Machine Learning and Python programming skills for building ML Workflows
Strong understanding of the CI/CD process using Azure DevOps (Pipelines, Board, GitHub)
Additional:
Think logically and be able to articulate thoughts in a clear, concise manner
Comfortably work both individually and as part of APAC team with team members located in Australia and Asia
Take ownership of assignments and see them through to completion.
Quickly learn and adapt when dealing with unfamiliar systems and applications.
Be able to communicate clearly and effectively with business partners and co-workers
Meet deadlines and complete work in a timely manner
Display exceptional follow-through, personal drive, and the desire to make a difference
Contribute to and participate in an open environment with a team that likes to have fun at work
Additional Information
At Keypath, we put our people first. We’re committed to creating a flexible, inclusive, and supportive work environment where you can thrive. Here’s what you can expect as part of our team:
Benefits and Rewards:
Opportunity to work in office, hybrid or remotely
All the necessary equipment for success including laptop
Access to health & wellbeing programs including an Employee Assistance Program and Mental Health Days
Learning & growth opportunities including access to LinkedIn Learning, Career Development Programs and Learning Labs
Employee led Initiatives such as Culture Club, Team Green, Sustainability and more
Company events and activities run in office and remotely
Why Keypath?
Global EdTech Leader: Join an industry on the rise.
Transform the World: Contribute to upskilling and reskilling globally.
Make an Impact: Help solve future economic and social challenges.
Join Keypath and make a difference. We welcome applicants from diverse backgrounds and offer inclusive support throughout the recruitment process."
Data Engineer,Developers/Programmers,Information & Communication Technology,"Key Responsibilities
Lead the end-to-end migration of data warehouse workloads from on-prem SQL Server to Azure.
Design, develop, and maintain robust ETL/ELT pipelines using Azure Data Factory (ADF), SSIS, and Databricks.
Perform data transformation, cleansing, and validation to ensure high data quality and consistency.
Implement and optimize data models for analytical and reporting needs on Azure (e.g., Synapse, Delta Lake).
Develop automation scripts in Python and SQL to support data ingestion and processing.
Monitor and troubleshoot data pipeline performance and resolve issues as they arise.
Document data flows, processes, and technical designs.
Requirements
Bachelor's degree in Computer Science, Engineering, or related field.
5+ years of experience in data engineering or related field.
Proven experience migrating data warehouses from on-premise SQL Server to Azure cloud.
Strong hands-on experience with:
SQL Server
(including SSIS and SSRS)
Azure Data Factory (ADF)
Databricks
and/or Azure Synapse
Python
and
SQL
for scripting and data manipulation
Solid understanding of data warehousing concepts, data modeling (star/snowflake), and performance tuning.
Strong analytical and problem-solving skills.
Excellent communication and stakeholder management skills.
Preferred Skills
Experience with Delta Lake, Azure Synapse Analytics, or Azure Data Lake Storage.
Knowledge of version control systems (e.g., Git) and Agile methodologies."
Data Science Consultant,Consultants,Information & Communication Technology,"Your new company
Join a company that is at the forefront of technology and digital solutions, helping businesses harness the power of data to optimise operations and drive strategic decision-making. They work with a variety of clients to develop tailored data solutions that support informed decision-making and business efficiency.
Your new role
Engage with clients to understand business challenges and data needs.
Design and implement customised data solutions to enhance decision-making.
Conduct technical assessments and proof-of-concepts to showcase capabilities.
Provides insights on data management, analytics, and solution architecture.
Collaborate with cross-functional teams to develop scalable data strategies.
Deliver presentations to stakeholders and assist in solution deployment.
What you'll need to succeed
Strong understanding of data science concepts, data management, cloud platforms, and analytics tools.
Proficiency in data processing, automation, and workflow optimisation.
Excellent communication skills, with the ability to simplify complex concepts.
Experience working in client-facing environments is a plus.
Domain experience in oil and gas would be an advantage.
What you'll get in return
Competitive salary.
Flexible work arrangements and an agile, innovative culture.
Exposure to industry-leading data technologies and methodologies.
Opportunities for professional growth in a fast-evolving field.
What you need to do now
If you're interested in this role, click 'Apply Now' to send your CV, or email
joshua.tang@hays.com.my
.
If this role isn't the right fit, but you're exploring new opportunities, contact us at
+60378906201
for a confidential discussion."
Data Scientist Lead,Management,Information & Communication Technology,"One of the world's largest data transation company currently hiring for Data Scientist Lead.
Client Details
Your new company, is one of the world's largest data transaction and analysis company, mostly working with consumer facing businesses across North America and APAC. It has a tech startup type of culture.
Description
As Data Scientist Lead, you will be leading a small team in Malaysia, reporting directly to the CTO and responsible for:
Identify problems with tickets from own platform as well as data engineering, understand and confirm if it is a model issue
Researching, building and training deep learning models.
Work with the data team to collect and process structured and unstructured datasets to build deep learning models.
Ensure that the model remains relevant and build pipelines to retrain the model if the data changes, or when entering new market
Working with data engineers, machine learning engineers and backend software engineers to ensure that the deployed models are scalable and performance
Responsible for take a new model and put on their app in longer term
Profile
You will need to have experience and technical skills in:
Strong technical skills in data scientist lead role and Machine learning
Required technical skills include:
Knowledge of PyTorch and common libraries (e.g. Huggingface transformers, PyTorch lightning, Scikit-learn).
Strong knowledge of recent deep learning advancements, primarily transformers. (e.g. ViT, BeiT, GPT & LLM models)
The use of automated ML solutions (e.g. GCP AutoML / Azure AutoML) DOES NOT constitute as experience.
Strong Python & SQL skills
Experience with cloud computing is strongly preferred. (AWS, GCP or Azure)
Experience with distributed LLM training optimization (e.g. DeepSpeed, QAT, model parallelization)
Experience with cloud-based training is a plus (e.g. Vertex AI, Sagemaker Training
You will also need to have experience in:
Experience in a lead role, either technical or people management
Experienced in implementing a new model to an app would be great advantage
Job Offer
You will be joining a very good company with strong career growth opportunities. This role also work from home.
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Tongyu Fan at
+60 3 2302 4047
.
Agensi Pekerjaan Michael Page International (Malaysia) Sdn Bhd | Registration No.914741-W."
Senior Engineer Advanced Data Analytics,Programme & Project Management,Information & Communication Technology,"#WeAreIn for driving decarbonization and digitalization.
As a global leader in semiconductor solutions in power systems and IoT, Infineon enables game-changing solutions for green and efficient energy, clean and safe mobility, as well as smart and secure IoT. Together, we drive innovation and customer success, while caring for our people and empowering them to reach ambitious goals. Be a part of making life easier, safer and greener.
Are you in?
We are on a journey to create the best Infineon for everyone.
This means we embrace diversity and inclusion and welcome everyone for who they are. At Infineon, we offer a working environment characterized by trust, openness, respect and tolerance and are committed to give all applicants and employees equal opportunities. We base our recruiting decisions on the applicant´s experience and skills.
Please let your recruiter know if they need to pay special attention to something in order to enable your participation in the interview process.
Job Description
In your new role you will:
Translate business data needs to technical system requirements.
Implement and maintain scalable data pipelines to extract, transform, load and integrate unstructured data from various sources.
Implement data architecture models.
Develop data virtualization layers to ensure system scalability.
Develop pipelines to process data in real-time from a variety of data sources.
Develop tools to improve data flows between internal and/or external systems and data storages.
Your Profile
You are best equipped for this task if you have:
Degree/Master in Data Science / Engineering / Computer Science/Info-comm Technology or equivalent.
Applied knowledge in statistical data analysis, data mining/scripting(eg. Python, R) with good understanding in development/manufacturing engineering processes, methods & analytical tool.
Experience in application of data analysis & data visualization software tools eg. KNIME, Tableau and technique.
Knowledge of FE Development with multiple technology stacks (Full stack preferred).
Knowledge of machine / deep learning frameworks such as Keras,Tensorflow, Pytorc.
Relevant knowledge in Front-End / Assembly / Final-Test manufacturing process are essential."
Sr AI Developer Engineer,Developers/Programmers,Information & Communication Technology,"About Us
We're a forward-thinking company leveraging artificial intelligence to solve real-world challenges. Our team is passionate about building AI solutions that make a meaningful impact. Our goal is to revolutionize business operations through automation and intelligent insights.
The Role
We're looking for a smart, curious, and motivated AI Developer to design, implement, and optimize AI systems. You'll work closely with our sales teams to bring innovative AI solutions to life.
Key Responsibilities
Enhance our existing AI solution system
Improve model performance, response accuracy, and speed
Troubleshoot and improve AI performance based on real-world feedback
Help us iterate and experiment with new features
Research and recommend new AI tools, APIs, and frameworks
Integrate new capabilities into the current product
Collaborate with our product and sales teams to solve real customer problems
Stay current with the latest AI research and technologies
It will be an advantage if you are able to:
Design and develop machine learning models and AI algorithms
Implement and optimize natural language processing and computer vision systems
Transform research prototypes into production-ready applications
Requirements
Bachelor's degree in Computer Science, AI, or related field (Master's or PhD preferred)
3+ years of experience developing AI/ML solutions
Strong programming skills in Python and experience with frameworks like TensorFlow, PyTorch, or similar
Soft skills. Strong communication skills and problem-solving abilities to work effectively with stakeholders and cross-functional teams.
Strong debugging and problem-solving mindset
Knowledge of NLP, speech recognition, and deep learning models
Eagerness to learn new AI technologies
Able to turn ideas into working prototypes and iterate quickly
Knowledge of data structures, algorithms, and software architecture
Familiarity with cloud services
Ability to work in a fast-paced, agile environment
Nice to Have
Experience deploying AI models to production environments
Knowledge of cloud platforms (AWS, Azure, GCP)
Contributions to open-source AI projects
Benefits
Competitive salary and Incentive bonus
Collaborative and innovative work environment
Join us in shaping the future with a cutting-edge AI product and be a part of the innovation!
Join us to drive digital transformation in our country. Advance your career while empowering businesses to compete globally."
Data Analyst,Business/Systems Analysts,Information & Communication Technology,"Company Description
Bosch in Malaysia is a part of the Bosch Group, a leading global supplier of technology and services. The Bosch Group’s strategic objective is to deliver innovations for a connected life. Bosch improves quality of life worldwide with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life”. Bosch has been present in Malaysia since 1923, represented by Robert Bosch Sdn Bhd. In Malaysia, Bosch is active in four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology.
The company has three manufacturing sites and research and development offices in Penang, producing automotive electronics, power tools and steering systems, and now a fourth plant with a final testing centre for sensors and semiconductors.
PgP5 Plant is Bosch Group’s newest expansion in Malaysia a semiconductor test site in Batu Kawan Penang. The construction has begun in May 2021 and first series of production commenced in 2023. With the long-term forecasts for growth of semiconductor component quantities, coupled with the front-end production in Bosch’s Dresden facility in Germany, capacity expansion is required for the back-end production, which is the final testing phase of semiconductors and sensors. PgP5 will primarily focus on the final testing of components manufactured at Bosch Automotive Electronics’ fab in Dresden, Germany. The plant will also house R&D and training facilities.
Job Description
As data analyst, you will work on the digitalization of manufacturing data, improve data quality, develop efficient use cases and extend the visualization for implementation into daily work routines
Realize reporting structure of quality relevant data to improve efficiency of usage of available support data
Effective visualization of analyzed data to support fast and cost-effective reaction to define counter measures
Develop database of quality and process data as Know-how database and product life directory
Support the overall digitalization strategy of the department and business unit (BU). Integration of department digitalization into BU strategy and support the “One source of data” strategy
Be part of the technical assembly coordination team working with external subcontractor
Qualifications
University degree (Bachelor/Master) in Information Technology or comparable qualifications
Experience as data analyst or posses 3-5 years of similar work experience in the field
Detailed Know-how on handling databases
Familiar with tools like Tableau, PowerBI, SpotFire and Oracle SQL
Capability to analyze existing database structures
Structured database table definition/creation for reporting and visualization
Know-how about AI integration and Big data
Basics in BOT programming Know-how
Basic Know-how about Electronic Manufacturing Systems (MES)
Advantage to have 1st level Semiconductor assembly background/Know-how
Fast understanding of technical processes
Documentation skills to assure transparency and efficiency
Good communication skills in meetings and intercultural environment
Additional Information
Benefits: Company Insurances, Transport Allowance, Flexi Work hours, Car Loan Subsidy, Meal Subsidy, high EPF, etc.
Leave Entitlement e.g. Annual Leave, Medical Leave, etc."
Software Engineer UI/UX and backend,Engineering - Software,Information & Communication Technology,"About the role
Vebits Ai Pte. Limited is seeking an experienced Software Engineer UI/UX and backend to join our growing team based in Johor Bahru, Johor, Malaysia / Singapore. This full-time position is a crucial role in the development and delivery of our cutting-edge AI-powered software solutions.
What you'll be doing
Design and develop innovative user interfaces and experiences that enhance the usability and functionality of our software products
Build robust and scalable backend systems using the latest technologies and frameworks
Collaborate with cross-functional teams, including product managers, designers, and developers, to bring our vision to life
Continuously optimise and improve the performance, security, and reliability of our systems
Stay up-to-date with the latest industry trends and technologies, and drive innovation within the team
What we're looking for
Minimum 3 years of experience in software engineering, with a strong focus on UI/UX and backend development
Proficient in modern front-end frameworks and libraries (e.g. React, Angular, Vue.js)
Solid understanding of backend technologies and architectures (e.g. Node.js, Python, RESTful APIs)
Experience with database design and implementation, including relational and NoSQL databases
Familiarity with agile software development methodologies and practices
Strong problem-solving skills and a passion for delivering high-quality, user-centric software
Excellent communication and collaboration skills, with the ability to work effectively in a team
What we offer
At Vebits Ai Pte. Limited, we are committed to providing a supportive and engaging work environment that fosters professional growth and personal development. Some of the key benefits of working with us include:
Competitive salary and bonus structure
Comprehensive health and wellness benefits
Opportunities for career advancement and skill-building
Flexible working arrangements and work-life balance initiatives
Collaborative and innovative company culture
About us
Vebits Ai Pte. Limited is a leading provider of AI-powered software solutions that are transforming industries worldwide. Our mission is to empower our clients with the latest advancements in artificial intelligence and machine learning, enabling them to make data-driven decisions and drive business growth. With a talented and dedicated team of engineers, developers, and subject matter experts, we are committed to delivering innovative and reliable products that exceed our clients' expectations.
Apply now to become a part of our dynamic and innovative team!"
Senior Python Developer,Developers/Programmers,Information & Communication Technology,"Core Responsibilities (Must-Have)
Web Scraping [40%]
Proficient with Python (Scrapy/BeautifulSoup/Selenium) or similar tools for data extraction.
Able to handle anti-scraping mechanisms (CAPTCHA, dynamic loading, IP bans).
Familiar with data cleaning and storage (SQL/NoSQL).
Web Automation [40%]
Use Selenium/Playwright/Puppeteer to simulate user actions (clicks, form submissions, navigation).
Optimize automation script stability and performance.
Android ADB Experience [40%] (Mandatory)
Familiar with ADB commands (device debugging, APK installation/uninstallation, log capture).
Automate tasks using ADB (e.g., simulate taps, take screenshots, file transfers).
Preferred Experience (at least two of the following):
Machine Learning
Computer Vision
APK Reverse Engineering/Analysis
RESTful API & XML
Multithreading/Multiprocessing
FastAPI
SignalR/WebSocket
Soft Skills Requirements
Proactive
: Self-driven, able to identify and resolve issues independently.
Fast Learner
: Quick to adopt new technologies/tools and onboard to tasks.
Problem Solving
: Efficient in root cause analysis and resource coordination.
Independent Execution
: Deliver high-quality results with minimal guidance."
Data Science Engineer,Engineering - Software,Information & Communication Technology,"• Set up automated data acquisition and data extraction from the MES, manufacturing equipment and metrological tools, using IoT and network system
• develop tools to verify data integrity
• Ensure data security and 2FA (2-Factor Authentication)
• Define storage requirements and location for easy and fast data access.
• responsible for continuous data quality improvements
• in charge of data mining and data analytics
• Develop data science solutions using statistical and machine learning techniques
• Apply statistical methods to detect anomalies, trends and shifts
• Develop predictive models for data trends and anomalies
• Automate data analytics reporting with dashboard and periodic report using PC and mobile apps, inhouse and remotely
• Work cross-functionally in a collaborative mode with multiple groups within the engineering team, NPI, Quality and Manufacturing teams
• Document analytical results for technical teams and management
• Develop auto-alerts system for OOS situation, via email, SMS or WhatsApp alert
Improve the data management efficiency and effectiveness to support the NPI and smooth mass production start.
Your profile:
• Technical expert in the field of data analytics, data mining, data processing.
• Knowhow to extract data by writing script coding and IoT installation
• Knowhow to create dashboards, reports, auto-alert system and 2FA.
• Must have – Programing experience with Database Design and database management such security, backup procedure, recovery plan and disaster handling.  Ability to build interactive dashboard.
• We prefer PostgreSQL, Phyton, VB.net, ASP.net
• Good to have – Proficient in JMP/ VBA EXCEL. Experienced with statistical modelling and data mining techniques.
• Must have – Ability to learn with passion and motivated to take up new challenges. Committed in job delivery within tight schedule. Willing to work at extended hour when needed. Willing to multi-task and manage multiple projects simultaneously. Target driven personality with high execution focus.
• Good to have – Excellent communication and written skills. Ability to work effectively and efficiently with diverse teams, customers, as well as internal and external partners. Strong problem-solving skills with ability to make decisions in complex situations.
• At least 1- 5 years of experience in manufacturing industry especially semiconductor.
• Good to have – Experience with OEE, SPC or Quality Control Charts, Manufacturing dashboard.
• BSc/MSC/Ph.D Degree in Mathematics, Material Engineering, Computer Science, Information Technology, Physics or Engineering"
Manufacturing Software Engineer,Engineering - Software,Information & Communication Technology,"As a Manufacturing Software Engineer, you will be responsible for gathering and analyzing requirements, developing, testing, maintaining and debugging digital solutions. Your role will involve the digitalization of manufacturing operations, developing and supporting shopfloor applications, automating data collection and retrieval workflows, creating and implementing complex data transformation, analytics and machine learning algorithms in manufacturing and supply chain processes.
Responsibilities
Lead and collaborate with management, business teams, IT and other software engineers to create digital solutions to enhance productivity and enable data-driven decision-making across organizations.
Understand the needs of the manufacturing & supply chain operations and translate them into technical requirements.
Develop and implement software and analytics applications, ensuring seamless data and workflows integration to support business needs and priorities.
Design and execute test plans to ensure new software meets specifications, functionalities and performance requirements.
Integrate, consolidate and cleanse data, developing algorithms to transform it into usable and actionable information, structured for analytical and workflow applications.
Maintain and provide support to existing applications, ensuring minimal downtime and disruptions.
Ensure compliance with data governance and security policies.
Study and evaluate technology designs to identify opportunities for optimizing data and solution architecture, enhancing application performance.
Stay updated on industry trends and technological advancements, leveraging appropriate technologies and best practice to improve solution delivery.
Requirements:
Bachelor’s Degree in Software Engineering, Computer Science or equivalent, with minimum 5 years of relevant industrial working experience.
Experience in full stack software development, software development lifecycle, modern data stack and data integration.
Demonstrate track records in development and deployment of data pipeline and business intelligence solutions in various supply chain and manufacturing use cases.
Good programming knowledge (SQL, Python, Java, C#, VB, .NET etc.) and understanding in ETL tools and REST APIs.
Experience with relational and non-relational databases such as MSSQL, MongoDB, PostgreSQL etc.
Experience with big data, data warehouse and data lake technologies such as AWS S3, Redshift etc. will be an added advantage.
Hands-on experience in BI platforms (Qliksense, Power BI etc.) and artificial intelligence/machine learning will be added advantage.
Possess strong analytical, critical thinking and leadership skills, with excellent collaboration, stakeholder management, oral and written communication skills.
Meticulous in execution, reporting and defect analysis.
Self-starter and proven track record of results in implementing complex projects and demonstrated levels of creativity towards achieving goals.
Ability to learn new skills and technologies quickly, being aware of current issues affecting industry and its technologies. Comfortable switching between technologies.
Able to work effectively in a team environment and individually."
