Title,Job SubClassification,Job Classification,Full Job Description
Senior AI Solution Architect - MRO Cloud,Architects,Information & Communication Technology,"As the AI Solution Architect, you will play a pivotal role in shaping the technical direction and architectural vision for our AI initiatives. You will collaborate closely with cross-functional teams to translate business requirements into scalable and innovative AI solutions.
This role requires a blend of technical expertise, strategic vision, and effective stakeholder engagement to drive the successful delivery of AI-powered applications.
Key Responsibilities:
1. Strategic Direction and Vision:
Define and drive the technical direction for AI/ML/Generative AI initiatives, aligning solutions with client business goals and digital transformation strategies. Translate complex business objectives into actionable technical strategies, while proactively identifying potential risks or misaligned initiatives in client engagements.
2. Architectural Design and Technology Selection:
Design robust AI engineering frameworks to support the deployment, evaluation, and management of AI/ML models and Generative AI solutions for client projects. Evaluate and recommend the best technologies for clients, ensuring scalability, interoperability, and alignment with industry best practices. Contribute to the development of MLOps and LLMOps practices, focusing on operational efficiency for client organizations.
3. Client Collaboration and Stakeholder Engagement:
Engage with client stakeholders, including business leaders, data scientists, engineers, and architects, to refine AI solutions and ensure alignment with their business objectives. Collaborate on use case development and solution optimization, fostering strong partnerships and ensuring that technical strategies address current and future business needs.
4. Prototyping and Solution Validation:
Lead the development of AI prototypes that demonstrate the potential and feasibility of AI/ML solutions for client use cases. Design and implement rapid prototypes to test and validate AI models, ensuring alignment with client needs and business objectives. Iterate and refine prototypes based on client feedback and technical evaluations to accelerate solution adoption.
5. Market Research and Competitive Analysis:
Conduct in-depth market research to assess client industry trends and AI needs, while performing comparative analyses of the company’s AI products versus competitor offerings. Identify unique selling points and craft compelling competitive advantages for client proposals, helping to position the company’s AI solutions as the best fit for client objectives and market opportunities.
6. Product Strategy and Business Understanding:
Collaborate with AI product managers and client business stakeholders to develop a deep understanding of market dynamics and customer demands. Provide strategic insights into the strengths and weaknesses of the company’s AI products, helping shape AI product roadmaps and client proposals to deliver differentiated value.
7. Research and Development:
Stay on top of emerging AI/ML technologies and methodologies, conducting research to evaluate their applicability to client-specific challenges. Provide data-driven insights to help clients make informed decisions on technology trade-offs and prioritize AI innovations that drive long-term business value.
Required Qualifications:
Bachelor's Degree in Computer Science, Statistics, Data Science, or related field.
At least 5 years or above of experience in AI field.
Experience in a leadership role in AI/ML domain capacity. Track record of successful collaboration with cross-functional teams and stakeholders.
Extensive hands-on experience in driving the development of AI solutions from concept to execution. This includes designing, building, and iterating on AI/ML models and deploying them in real-world, high-stakes environments, utilizing cloud native services.
Ability to travel as needed based on project requirements.
Contract(s) position available.
Preferred Qualifications:
At least Bachelor Degrees or above in the related field.
At least 5 years or above of experience in AI field.
Experience in providing strategic consultancy to organizations on the adoption and integration of advanced AI and Cloud solutions. Skilled in guiding clients through the entire lifecycle of AI projects—from ideation and proof-of-concept to full-scale deployment.
Experience in data engineering and building scalable data pipelines to support AI/ML workflows. Proficiency in data ingestion, ETL processes, data cleaning, and transformation using tools like Apache Kafka, Apache Spark, Airflow, and SQL/NoSQL databases.
Proficiency in deploying and optimizing AI workloads on GPU-based infrastructures. Understanding of GPU hardware configurations and how to leverage GPU clusters for scalability and performance optimization.
Deep knowledge of Generative AI/LLMs, with experience dabbling with pre-training, SFT, RLHF and productionizing agentic solutions."
Artificial Intelligence - Retail Innovation,Architects,Information & Communication Technology,"Key Responsibilities:
Define and implement an AI roadmap tailored for retail operations, focusing on areas like demand forecasting, sales analytics, and personalized marketing.
Deploy AutoML tools to enhance sales prediction, customer segmentation, and pricing optimization.
Build AI-driven demand forecasting models to streamline inventory and minimize stock discrepancies.
Ensure AI solutions align with broader business goals, enhancing operational efficiency and customer experience.
Collaborate closely with stakeholders to integrate AI into day-to-day operations.
Lead training and upskilling initiatives to foster a data-literate organization.
Uphold data ethics and ensure all AI solutions comply with privacy and regulatory standards.
What We’re Looking For:
Minimum 5 years’ experience in AI/ML, preferably within a retail environment.
Strong proficiency in predictive analytics, recommendation systems, and AutoML frameworks.
Ability to bridge the gap between complex data science and real-world business impact.
Track record of leading AI projects from concept to implementation.
Ready to Build the Future with Us?
We’re not just hiring for roles — we’re investing in future leaders. If you’re excited about driving change, passionate about technology, and ready to grow with a company that values innovation,
apply today
and be part of our transformation story."
Junior Software Developer,Developers/Programmers,Information & Communication Technology,"Roles & Responsibilities:
Assists the development team in all aspects of software design and coding. Their primary role is to learn the codebase, write basic code, fix bugs, and help with design-related tasks under the guidance of senior developers. They also participate in design meetings, attend code reviews, and contribute to the continuous improvement of the software.
Mandatory Skills:
Knowledge of basic programming languages
Excellent verbal and written communication skills
Strong analytical skills
Ability to work in a fast-paced environment
Extensive knowledge of basic coding languages, including HTML5, C++, and JavaScript.
Desired Skills:
Knowledge/Experience in Cloud implementation
Knowledge/Experience in AI Development & ML"
AI RAG Engineer,Engineering - Software,Information & Communication Technology,"About the Role
We are seeking an experienced AI RAG Engineer to design and optimize Retrieval-Augmented Generation (RAG) pipelines, leveraging cutting-edge AI and machine learning techniques. In this role, you will work on integrating large language models (LLMs) with structured and unstructured data sources, fine-tuning AI models, and improving knowledge retrieval for enhanced accuracy and efficiency.
This is an exciting opportunity to be at the forefront of AI-driven search and retrieval, working with some of the latest advancements in NLP, reinforcement learning, and scalable AI infrastructure.
What Awaits You:
Latest Tools & Tech
– Work with cutting-edge technologies to stay ahead.
Career Growth
– Access training programs for upskilling or reskilling to build your portfolio.
Great Pay & Perks
– Competitive salary and bonuses to reward your expertise and contributions.
What You'll Do:
• Develop and optimize RAG pipelines to enhance AI-driven search and retrieval systems.
• Implement retrieval models using vector databases such as FAISS, Pinecone, Weaviate, and Milvus.
• Fine-tune LLMs using supervised learning and reinforcement learning techniques like RLHF (Reinforcement Learning from Human Feedback).
• Design and train embedding models to improve document retrieval and knowledge extraction.
• Integrate structured and unstructured knowledge bases with AI systems to enhance response relevance.
• Improve response accuracy and contextual coherence in AI-generated outputs.
• Develop and optimize retrieval and ranking algorithms for real-time applications.
• Leverage open-source AI models (e.g., Llama, Mistral, GPT, Claude) to enhance retrieval efficiency.
• Optimize AI model deployment and improve training pipelines for production environments.
What We Need From You:
Core AI & ML Skills
Experience with LLM fine-tuning and training (e.g., Hugging Face, OpenAI API, LangChain).
Strong understanding of Transformer models and NLP architectures.
Knowledge of vector embeddings, semantic search, and retrieval models (BM25, DPR, ColBERT, Hybrid Search).
Expertise in reinforcement learning and self-supervised learning.
Hands-on experience with RLHF (Reinforcement Learning from Human Feedback).
Programming & Frameworks
Proficiency in Python, and experience with PyTorch, TensorFlow, JAX.
Experience with LLM orchestration frameworks (LangChain, LlamaIndex).
Strong skills in SQL and NoSQL databases for knowledge storage.
Experience with API integrations for AI systems (OpenAI, Anthropic, Hugging Face).
Familiarity with distributed computing and ML model scaling.
Data Engineering & Deployment
Experience with vector databases (FAISS, Pinecone, Milvus, Weaviate).
Strong understanding of ETL pipelines for processing large-scale datasets.
Experience deploying AI models in cloud environments (AWS, Azure, GCP).
Knowledge of containerization (Docker, Kubernetes) and MLOps practices."
Senior Software Developer,Developers/Programmers,Information & Communication Technology,"Roles & Responsibilities:
Responsible for designing, developing, testing, and maintaining software applications while ensuring they meet quality, performance, and security standards. They lead development projects, mentor junior developers, and contribute to strategic technology and architecture decisions. Their responsibilities also include conducting code reviews, troubleshooting issues, and ensuring the software is up-to-date with modern technologies.
Mandatory Skills:
At least 5+ years of experience in software development
Experience with agile development methodologies
Experience with software design patterns and architecture principles
Experience with database technologies, such as SQL or NoSQL
Experience with version control systems, such as Git or SVN
Proficiency in at least two programming languages, such as Java, Python, C++, or Ruby
Desired Skills:
Experience with cloud computing platforms, such as AWS or Azure
Knowledge/Experience in AI Development & ML"
Cloud Software Development Engineer,Engineering - Software,Information & Communication Technology,"Cloud Software Development engineer responsibility include but not limited to designs, develops, validates, and debugs software to enable Intel hardware features and to optimize for cloud, hybrid cloud, and/or on premise deployment models.
Understands partner software stacks and optimizes full stack software (spanning firmware, drivers, OS, middleware, SDKs, frameworks, algorithms, and applications) as required to enable cloud software.
May include the development of reference cloud platform software and improving or enabling customer designs to obtain the greatest value from Intel products within the cloud.
May specialize in specific technology domains including data services (ingestion, database, analytics), AI/ML, and opensource development projects.
We are looking for candidates with solid communication and core software engineering skills; people who can work with domain experts to understand requirements and then propose and implement software solutions.
The ideal candidate is not expected to be proficient in all technical domains; however, the candidate is expected to apply their knowledge to new areas and being flexible and open to learning new skills."
"Executive, IT Digital Project (SAP RPA Technical)",Programme & Project Management,Information & Communication Technology,"Design, develop, test, document and support RPA programs and reports for SAP end to end flow based on business requirements.
Setting up test and monitoring strategy to ensure automated workflows based on design blueprint is at optimum efficiency without risk of error/gap.
Work closely with functional and technical teams to ensure proper integration flow of business processes and procedures.
Assist in defining complex technical data requirements and flows for ongoing systems maintenance and future functionality with RPA.
To provide guide and full support to business and SAP functional.
Gatekeeper of quality check of all RPA fixes from external and internal.
Job requirement:
Candidate must possess at least Bachelor’s Degree in Computer Science/Information Technology or equivalent.
Experience hands on in RPA externally and internally for SAP for at least 5-8 years with several end-to-end project delivered.
Added advantage if from Plantation’s background.
Proficiency in programming languages, database and automation tools (eg: UIPath, iRPA, SQL, Python, .NET or etc)
Experience in SAP ABAP and BASIS related matter is an added advantage.
Experience in Machine Learning (ML) and Artificial Intelligence (AI) is an added advantage.
To possess a strong organizational, analytical, conceptual and problem-solving abilities."
IT MANAGER,Management,Information & Communication Technology,"1.   Contribute to the formulation of IT and cybersecurity strategies/ initiatives aligned with the company's objectives.
2.   Assess current technology trends and determine how they can be leveraged to meet the organization's needs.
3.   Develop plans and strategies for IT operations to support the organization's growth and objectives.
4.   Establish IT controls and evaluate the effectiveness of IT controls regularly, making adjustments as necessary.
5.   Oversee the management of all information technology and computer systems, including hardware, software, networks, and security systems.
6.  Work closely with the project management team in overseeing major IT projects, including system enhancements, upgrades, migrations, and downtime management.
7.   Identify areas of improvement within the digital solutions offered by the company and its IT infrastructure, and implement strategic solutions to address them.
8.   Stay updated on emerging technologies and recommend innovative solutions to enhance efficiency and security.
9.   Formulate and ensure effective implementation of IT policies and best practices for the organization.
10. Ensure that IT policies and procedures are in line with industry best practices and regulatory requirements.
11. Formulate education program to educate employees on IT policies and promote a culture of cybersecurity awareness.
12. Ensure the availability, reliability, and security of IT systems to support business operations.
13. Take on ad-hoc initiatives and projects as assigned by senior management, demonstrating flexibility and a proactive approach to problem-solving.
Job Requirements:
•     Degree in IT, Computer Science or equivalent.
•     Strong and proven experience as an IT Manager/ Assistant Manager with at least 3-4 years of relevant management experience.
•     Good knowledge of IT Project Management, software development lifecycle SDLC, Cloud technology and cybersecurity.
•     Experience in network security or AI/ ML will be an advantage.
•     Forward-looking, and able to manage efficient communication with internal team, vendor, foresee and resolve problems."
AI Product Manager,Product Management & Development,Information & Communication Technology,"About the role
This is an exciting opportunity to join SUNIA SDN BHD as an AI Product Manager. In this full-time, office-based role in Kuala Lumpur Sentral, Kuala Lumpur, you will be responsible for driving the development and growth of SUNIA's cutting-edge artificial intelligence products. As a key member of the team, you will play a pivotal role in shaping the strategic direction and success of SUNIA's AI offerings.
What you'll be doing
Defining and executing the product roadmap for SUNIA's AI products, aligning with overall business goals and customer needs
Gathering and translating customer requirements into actionable product features and enhancements
Collaborating cross-functionally with engineering, data science, and other teams to deliver high-quality AI-powered solutions
Continuously monitoring market trends and competitor activities to identify new opportunities for SUNIA's AI products
Driving the go-to-market strategy and product launches, including positioning, pricing, and marketing support
Analyzing product performance metrics and user feedback to inform data-driven product decisions
Providing thought leadership and staying abreast of the latest AI industry developments
What we're looking for
Minimum 5 years' experience in product management, with a strong focus on AI/ML-powered products
Demonstrated ability to translate complex technical concepts into user-friendly, business-aligned features
Excellent problem-solving, analytical, and decision-making skills
Proven track record of successfully launching and scaling innovative technology products
Strong communication and stakeholder management skills, with the ability to influence cross-functional teams
Familiarity with agile product development methodologies and best practices
Bachelor's degree in Computer Science, Engineering, or a related technical field
About us
SUNIA SDN BHD is a leading provider of cutting-edge AI and machine learning solutions for a diverse range of industries. With a mission to drive innovation and transform the way businesses operate, we are at the forefront of the digital revolution. Our talented team of experts is dedicated to developing transformative AI products that empower our clients to achieve their goals and stay ahead of the curve.
If you're passionate about AI and eager to make a real impact, we encourage you to apply for this exciting AI Product Manager role at SUNIA SDN BHD.
Apply now
to join our dynamic team and be a part of our continued growth and success."
Data Analytics Specialist,Telecommunications,Information & Communication Technology,"Company description:
CelcomDigi Berhad (Registration No. 199701009694 (425190-X)) is Malaysia's widest and fastest network with more than 20 million users on our network. Officially established on 30th November 2022, we aim to serve the growing digital needs of our customers by leveraging our newly combined widest network footprint, distribution touchpoints, innovative range of digital products and services, and superior customer experience powered by over 4,000 top industry experts. We have clearly defined ambitions to advance the nation, inspire Malaysian society, and be a leader in inclusion and responsible business practices.
Job description:
Responsible to analyze CEM (Customer Experience Management) data, apply AI-driven insights, and implement digital tools to improve service quality, customer satisfaction and operational efficiency. This role focuses on leveraging emerging technologies to optimize customer experience and drive digital transformation in network customer experience management.
Responsibilities
Evaluate and adopt new technologies to improve customer journey on network experience.
Drive the digital transformation of CEM processes, integrating advanced analytics and AI solutions.
Conduct root cause analysis (RCA) for service degradations and provide recommendations for resolution. Work with technical teams to assess how network performance (speed, coverage, reliability) affects customer perception and experience.
Stay up to date with emerging CEM technologies, AI-driven analytics and automation trends.
Collaborate with cross-functional teams to enhance customer satisfaction through data-driven decision-making
Requirements
Minimum 4-5 years of experience in telecommunications, customer experience strategy, or a related field.
Hands-on experience with AI/ML models, predictive analytics, and automation tools.
Strong understanding of service quality and customer experience metrics and customer engagement strategies.
Strong analytical and problem-solving abilities.
Knowledge of emerging trends in mobile telecommunications and digital transformation.
Strong communication and presentation skills.
Customer-oriented mindset with problem-solving abilities.
Ability to collaborate effectively with technical and non-technical teams.
Adaptability and willingness to learn AI and data technologies.
Basic project coordination skills to track customer issues and feature requests.
Next Steps
​
Thank you for taking the first step towards joining our team at CelcomDigi! After submitting your application, our Talent Acquisition team will review your CV and reach out to shortlisted candidates to guide you through the next steps, including a pre-screening conversation, interviews and or assessments. ​
​
At CelcomDigi, we aspire to be Malaysia's leading telco-tech company — the nation's digital growth engine — powering transformation through 5G, AI, and innovation that impacts over 20 million customers. Here, your role goes beyond work. It's about enabling businesses to thrive, connecting communities, and advancing society, as we build a brand rooted in trust, reliability and customer excellence. Aligned with our employer value proposition, Grow with Purpose. Build with Trust, you'll have the opportunity to innovate responsibly and create digital solutions that truly make a difference. If you're driven, future focused, and ready to be part of something bigger, we want you on our team. ​
​
Let's advance and inspire Malaysia together! #WeAreCelcomDigi​
​
Follow CelcomDigi on LinkedIn and vote for us as Malaysia's Most Preferred Employer at the GRADUAN Brand Awards. ​
​
CelcomDigi is an equal opportunity employer, and committed to promote employment practices that are transparent, objective and fair. ​"
DevOps Engineer,Engineering - Software,Information & Communication Technology,"Job Summary
As a DevOps Engineer in the ML Platform team, you will contribute to the creation and maintenance of our machine learning infrastructure. This is a heavily Infra/SRE based role, embedded in an ML Platform team. You will be supporting us in maintaining, upgrading and improving our infrastructure and providing support.
The Day-to-Day Activities:
You will utilize GitOps to ensure the reproducibility of the system's cloud infrastructure on different Kubernetes clusters.
Develop observability solutions for Machine Learning pipelines: You will be responsible for developing and integrating monitoring and alerting within Grab’s monitoring stack powered by Datadog, Prometheus, and Grafana.
You will also contribute to the creation of runbooks and DevOps guides.
Deliver high-quality AI infrastructure solutions: You will work with the Machine Leaning Platform team to design and develop the infrastructure to support distributed data processing and model training.
The Must-Haves:
Understand terraform and popular modules like EKS.
Able to understand complex code bases and analyze dependencies.
Understanding of Kubernetes and experience in managing large clusters.
Understanding of core AWS cloud concepts like ec2, autoscaling groups, launch templates, subnets, etc.
Understand core components like coredns, autoscaler, csi driver, load balancer controllers, service mesh, etc.
Perform zero down time cluster upgrades for clusters serving critical online traffic and tight SLA batch jobs"
Data Scientist Lead,Management,Information & Communication Technology,"One of the world's largest data transation company currently hiring for Data Scientist Lead.
Client Details
Your new company, is one of the world's largest data transaction and analysis company, mostly working with consumer facing businesses across North America and APAC. It has a tech startup type of culture.
Description
As Data Scientist Lead, you will be leading a small team in Malaysia, reporting directly to the CTO and responsible for:
Identify problems with tickets from own platform as well as data engineering, understand and confirm if it is a model issue
Researching, building and training deep learning models.
Work with the data team to collect and process structured and unstructured datasets to build deep learning models.
Ensure that the model remains relevant and build pipelines to retrain the model if the data changes, or when entering new market
Working with data engineers, machine learning engineers and backend software engineers to ensure that the deployed models are scalable and performance
Responsible for take a new model and put on their app in longer term
Profile
You will need to have experience and technical skills in:
Strong technical skills in data scientist lead role and Machine learning
Required technical skills include:
Knowledge of PyTorch and common libraries (e.g. Huggingface transformers, PyTorch lightning, Scikit-learn).
Strong knowledge of recent deep learning advancements, primarily transformers. (e.g. ViT, BeiT, GPT & LLM models)
The use of automated ML solutions (e.g. GCP AutoML / Azure AutoML) DOES NOT constitute as experience.
Strong Python & SQL skills
Experience with cloud computing is strongly preferred. (AWS, GCP or Azure)
Experience with distributed LLM training optimization (e.g. DeepSpeed, QAT, model parallelization)
Experience with cloud-based training is a plus (e.g. Vertex AI, Sagemaker Training
You will also need to have experience in:
Experience in a lead role, either technical or people management
Experienced in implementing a new model to an app would be great advantage
Job Offer
You will be joining a very good company with strong career growth opportunities. This role also work from home.
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Tongyu Fan at
+60 3 2302 4047
.
Agensi Pekerjaan Michael Page International (Malaysia) Sdn Bhd | Registration No.914741-W."
Senior Engineer Machine Learning,Other,Information & Communication Technology,"#WeAreIn for driving decarbonization and digitalization.
As a global leader in semiconductor solutions in power systems and IoT, Infineon enables game-changing solutions for green and efficient energy, clean and safe mobility, as well as smart and secure IoT. Together, we drive innovation and customer success, while caring for our people and empowering them to reach ambitious goals. Be a part of making life easier, safer and greener.
Are you in?
We are on a journey to create the best Infineon for everyone.
This means we embrace diversity and inclusion and welcome everyone for who they are. At Infineon, we offer a working environment characterized by trust, openness, respect and tolerance and are committed to give all applicants and employees equal opportunities. We base our recruiting decisions on the applicant´s experience and skills.
Please let your recruiter know if they need to pay special attention to something in order to enable your participation in the interview process.
Job Description
In your new role you will:
Design software, specify software requirements, implement high-quality software, realize automated software testing for productive rollouts, and manage the technological software lifecycle.
Focus on the development of AI services and solutions that integrate into the existing IT landscape.
Contribute to creating effective and efficient analytics and AI/ML business processes and oversee aspects of application life cycles, from requirements analysis, design, and implementation phases up to stable operations.
Collaborate with data scientists, administrators, business analysts, and architects on production systems and applications.
Solve complex problems with multilayered data sets and optimize the use of existing machine learning libraries and frameworks.
Contribute to scaling and deployment of existing AI solutions toother sites in our global manufacturing cluster.
Design and drive the introduction of DevOps / MLOps concepts and automated testing.
Your Profile
You are best equipped for this task if you have:
A bachelors/master's degree in Information Technology, Data Science, Electrical Engineering, or similar.
High analytical skills, keen perception, and independent problem-solving attitude to approach new challenges.
Solid experience in working in agile teams being self-organized and showing personal responsibility.
At least 3 years of work experience with relevant technologies (e.g.Kubernetes, Seldon Core, Git, REST API, Jenkins, Tekton, MLFlow, Jupyter, Tensorflow, Pytorch, KNIME) and coding languages (e.g. Python, SQL, Java, C#).
Knowledge of basic algorithms, object-oriented and functional design principles, and best practice patterns in machine learning.
Strong communication and presentation skills in English and experience working in international teams.
Enthusiasm in learning and adapting new technologies in the realm of AI, Machine learning, and software development."
AI Ops Specialist,Telecommunications,Information & Communication Technology,"Company description:
CelcomDigi Berhad (Registration No. 199701009694 (425190-X)) is Malaysia's widest and fastest network with more than 20 million users on our network. Officially established on 30th November 2022, we aim to serve the growing digital needs of our customers by leveraging our newly combined widest network footprint, distribution touchpoints, innovative range of digital products and services, and superior customer experience powered by over 4,000 top industry experts. We have clearly defined ambitions to advance the nation, inspire Malaysian society, and be a leader in inclusion and responsible business practices.
Job description:
We are looking for a dynamic and results-driven AI Ops Engineer to join our AI & Automation team. The ideal candidate will play a pivotal role in enabling and managing production environments for our GenAI products, ensuring seamless deployment, scalability, and performance optimization. You will collaborate with cross-functional teams to integrate AI solutions into production, monitor their performance, and implement automation to streamline operational workflows.
Responsibilities
Production Environment Enablement: Design, implement, and manage production environments for GenAI products, ensuring high availability, scalability, and security. Establish CI/CD pipelines to automate deployment and updates of AI models and services.
AI & ML Integration: Collaborate with Data Scientists and ML Engineers to transition AI models from development to production. Optimize model performance and ensure efficient resource utilization in a production setting.
Monitoring & Performance Optimization: Develop and maintain monitoring tools to track AI product performance, availability, and reliability. Implement automated alerting systems to detect and resolve issues proactively.
Automation & Process Improvement: Automate operational workflows to reduce manual intervention and improve system reliability. Leverage AI Ops platforms to optimize system health and performance.
Collaboration & Stakeholder Engagement:  Work closely with Enterprise Architects and IT Operations teams to ensure AI solutions align with the company's strategic goals. Engage with external partners like Amazon Bedrock to customize AI models and integrate them into the production environment.
Security & Compliance: Ensure data security, privacy, and compliance with industry standards and regulatory requirements. Implement robust security protocols to safeguard AI models and data.
Requirements
Bachelor's degree in Computer Science, Data Science, Telecommunications, or a related field.
2-4 years of experience in AI Ops, IT operations, or production environment management.
Proficiency in cloud platforms (AWS, Azure) and AI Ops tools (Moogsoft, Splunk, Datadog).
Strong knowledge of AI/ML deployment frameworks (TensorFlow Serving, MLflow) and containerization tools (Docker, Kubernetes).
Experience with CI/CD pipelines and infrastructure as code (Terraform, Ansible).
Familiarity with Amazon Bedrock or similar platforms for AI model customization.
Excellent problem-solving skills and the ability to troubleshoot complex production issues.
Experience with Generative AI applications in a production environment.
Knowledge of DevOps practices and site reliability engineering (SRE) principles.
Strong understanding of network infrastructure and security best practices.
Excellent communication and collaboration skills.
Next Steps
​
Thank you for taking the first step towards joining our team at CelcomDigi! After submitting your application, our Talent Acquisition team will review your CV and reach out to shortlisted candidates to guide you through the next steps, including a pre-screening conversation, interviews and or assessments. ​
​
At CelcomDigi, we aspire to be Malaysia's leading telco-tech company — the nation's digital growth engine — powering transformation through 5G, AI, and innovation that impacts over 20 million customers. Here, your role goes beyond work. It's about enabling businesses to thrive, connecting communities, and advancing society, as we build a brand rooted in trust, reliability and customer excellence. Aligned with our employer value proposition, Grow with Purpose. Build with Trust, you'll have the opportunity to innovate responsibly and create digital solutions that truly make a difference. If you're driven, future focused, and ready to be part of something bigger, we want you on our team. ​
​
Let's advance and inspire Malaysia together! #WeAreCelcomDigi​
​
Follow CelcomDigi on LinkedIn and vote for us as Malaysia's Most Preferred Employer at the GRADUAN Brand Awards. ​
​
CelcomDigi is an equal opportunity employer, and committed to promote employment practices that are transparent, objective and fair. ​"
Internship for IT Students,Developers/Programmers,Information & Communication Technology,"* Partake in any one or more course equivalent to AI/ML, Programming: Java, Python, R, SAP ABAP, Project Management – Agile, DevOps & Scrum, Finance Skills, SAP Functional Skills, Cloud computing, HTML CSS
* Interested in skill relevant to AI/ML, Cloud Computing, Database & SQL, Programming: Java, Python, R, SAP ABAP, HTML, CSS, Project Management – Agile, DevOps & Scrum, Finance Skills, SAP Functional Skills, OOP
* Knowledge in Programming languages: Python, Java, R, SAP ABAP, SQL, Cloud computing, HTML CSS"
