Title,Job SubClassification,Job Classification,Full Job Description
"Internship for Software Developer (PHP, Laravel, Next.js)",Developers/Programmers,Information & Communication Technology,"Are you driven, results-oriented and a team player?
vimigo holds a strong track record with technology projects and has successfully built multiple apps and maintained it for 4 years and counting, which is used by over 500 companies. Getting a great product right is tough. It involves thoughtful choices about design, deep knowledge of the market, and making use of the right technologies.
Here at vimigo, we are a team of dedicated professionals with experience in bootstrapping a new product from the conception stage to supporting and actively monitoring one with mass adoption. It is in such a team that you learn the most, perform your best work, improve the fastest, and have the most fun.
As an Amazon Web Service (AWS) Cloud Technology Partner for the past 4 years who is also consulting, we understand the importance of aligning our philosophy with the client’s objectives. Stringent Quality Assurance Testing (QAT) and User Acceptance Testing (UAT) among other testing practices that we do are essential to our promise of quality delivery.
Our responsibilities continue beyond just developing a product. Growth and sustainability involve continuous cross-functional efforts — roadmap management, ongoing development, operational support, expert technical consulting, user acquisition, retention optimization, team-building, and more.
If this is a journey you’d like to embark on, keep reading!
About the Job:
Understanding the client’s requirements is what the company values the most. We are here to provide and develop a meaningful solution; that is to empower our local entrepreneurs to succeed in a competitive marketplace, through cost-effective innovations and technology. You will be:
Involved in the
development
, maintenance, and support of new/existing web applications.
Work closely with external/internal team
in the areas of design requirement, specification, implementation, coding, and testing.
Ensure all the source codes are
optimized
,
written and documented
in compliance according to the company’s quality assurance standard.
Be a part of a vibrant team that works on innovative and exciting projects!
Job Requirements:
Possess at least a Bachelor’s Degree, Post Graduate Diploma, Professional Degree in Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology, or equivalent as per mentioned.
Ability to learn and advance, attend meetups & conferences, and grow personally and within a team. Willing to work on vibrant and exciting projects, mainly enterprise solutions that include large/small scale web startups & custom web applications.
We seek for someone like you, who is:
Excellent in problem-solving and analytical skills.
Good in understanding of Internet technology, standard and n-tier architecture, and OOP.
Open minded to new solutions, forward thinking and strong ability to adapt.
Have a strong passion for programming and research of new technologies.
Familiar with SME businesses/entrepreneurs will be a bonus to the projects.
Technologies we use:
We work with proven technologies & stacks which allow us to bring value to our customers. You may expect to work with some of these technologies.
Web & Back-end: PHP, Laravel, Python, WordPress, Next.js
Mobile applications: Dart, Flutter.
Database: PostgreSQL, MariaDB, MongoDB, Redis, MySQL.
Server: Linux, Apache, Nginx.
DevOps: AWS, Huawei Cloud
Good understanding of cloud environment, CI/CD, unit testing and validation is a bonus.
Company Awards:
Top 10 finalists of Create Alibaba Cloud Startup Contest 2019
AWS Cloud Partner
Featured in major media like Astro, Sinchew, The Star, Chinapress, Top10 CEO
Trusted by more than 3000 SMEs all over Malaysia and expanding regionally
[OPENING FOR OCTOBER 2023 ONWARDS]
==========================================================
Cool Perks - Best in Class Benefits
Performance reward, health & holiday incentives, transportation allowance, gadgets allowance and MORE!
Cool Office Space
Ergonomic seat and multiple monitors to ensure your workplace comfort, thinking corner with bean bags to encourage creative thinking, lounge areas and cold beverages all at your disposal to do your best work yet.
Transport Convenience
It's always convenient to reach our office, regardless of whether you are driving, taking the bus, MRT or LRT.
Learning Opportunities
Growth is part of our culture. We pride ourselves in giving our people the autonomy to excel in their roles and many avenues to develop their skills.
FUN, FUN & FUN
Happy Fridays, birthday celebrations, seasonal celebrations, monthly team
Apply Now!
Hey, thanks for reaching the end of this job advertisement. It shows that you are really interested in this job, let’s apply now and we are looking forward to meeting you soon!
IMPORTANT NOTE:
Please state your internship period in the proceeding comment box entitled ""Why hire me?""
For more info:
Search Facebook/Youtube/ LinkedIn: VIMIGO
Phillip Choong (CTO & CEO of vimigo Technologies)
Shane Mun (CEO of vimigo)
Websites:
sales.vimigoapp.com
www.vimigoapp.com
www.vimigotech.com"
Software Engineer,Engineering - Software,Information & Communication Technology,"About the role
Join the dynamic team at Grooops Technologies Sdn Bhd as a Software Engineer. In this full-time role based in Kuala Lumpur, you will be responsible for designing, developing and maintaining cutting-edge software solutions that drive the company's technology initiatives. Your technical expertise and innovative mindset will be instrumental in shaping the future of our software products and services.
What you'll be doing
Collaborate with cross-functional teams to understand business requirements and translate them into robust, scalable software solutions
Design, develop and implement high-quality, efficient code following best practices and industry standards
Participate in the full software development lifecycle, from requirements gathering to testing and deployment
Identify and resolve complex software issues, with a focus on optimizing performance and user experience
Contribute to the continuous improvement of our software architecture, tools and processes
Stay up-to-date with the latest industry trends and technologies to enhance your skills and drive innovation
What we're looking for
Bachelor's degree in Computer Science, Software Engineering or a related field
Proven experience of 1+ years as a Software Engineer, ideally in a fast-paced, agile environment
Proficiency in one or more programming languages such as C#, PHP, Python, or JavaScript
Strong understanding of software design patterns, data structures and algorithms
Experience with modern software development frameworks and tools, such as Git, Docker, and Agile methodologies
Excellent problem-solving, analytical and communication skills
Ability to work collaboratively in a team and contribute to a positive, inclusive work culture
What we offer
At Grooops Technologies, we are committed to providing a supportive and fulfilling work environment. We offer competitive salaries, opportunities for professional development, and a range of employee benefits, including health insurance, wellness programs, and flexible work arrangements. Join our talented team and be a part of shaping the future of our innovative technology solutions.
Apply now to become our next Software Engineer!"
Software Engineer,Developers/Programmers,Information & Communication Technology,"About the role
We are seeking a talented Software Engineer to join our team at PROPERTY 213 SDN. BHD.'. As a Software Engineer, you will be responsible for designing, developing, and maintaining cutting-edge software solutions that drive the success of our business. This is a full-time position based in Kuala Lumpur.
What you'll be doing
Collaborate with cross-functional teams to understand business requirements and translate them into efficient, scalable, and secure software solutions
Design, develop, and implement software applications using the latest technologies and best practices
Write clean, maintainable, and well-documented code
Participate in code reviews, testing, and debugging to ensure the quality and reliability of our software
Stay up-to-date with the latest industry trends and technologies, and continuously improve your skills and knowledge
Contribute to the development and implementation of software architecture and design patterns
Mentor and support junior team members in their professional development
What we're looking for
Bachelor's degree in Computer Science, Software Engineering, or a related field
Minimum 1-3 years of experience in software development, with a proven track record of delivering high-quality, scalable, and efficient software solutions
Proficiency in one or more programming languages, such as Java, Python, or C++
Familiarity with software design patterns, data structures, and algorithms
Experience with version control systems, such as Git, and agile software development methodologies
Strong analytical and problem-solving skills, with the ability to think critically and creatively
Excellent communication and collaboration skills, with the ability to work effectively in a team environment
What we offer
At PROPERTY 213 SDN. BHD.', we are committed to providing our employees with a supportive and rewarding work environment. We offer a competitive salary, excellent benefits, and opportunities for professional development and career growth. Our company culture is built on collaboration, innovation, and a shared commitment to excellence.
About us
PROPERTY 213 SDN. BHD.' is a leading technology company that delivers innovative software solutions to a wide range of clients. Our mission is to help our clients achieve their business goals by leveraging the power of cutting-edge technology. With a talented team of professionals and a strong focus on innovation, we are dedicated to driving the success of our clients and our company.
Apply now to join our team and be part of our exciting journey!"
Graduate Software Engineer / Developer,Engineering - Software,Information & Communication Technology,"This is for people that are passionate in programming, that wanted to build a career in hardcore programming, optimizing bit by bit. You will have opportunities to learn different programming languages and working in large projects. People who are keen to know and make use of Object Oriented Principle, Domain Driven Design, Test Driven Development, you are welcomed to apply this.
If you are fresh graduate, this role is for you to get the fundamental right, you will be put under guidance of senior engineer for 3 to 6 months, day to day operation, handling customer requirement, projects delivery, testing of software, familiarize with environment, and tools.
Join our dynamic team and be part of a fast-paced environment where you'll have the opportunity to learn and grow your skills in cutting-edge technologies.
What you'll do:
Develop diverse applications:
Be involved in the creation of web, mobile, and desktop applications to meet various needs.
Enhance data insights:
Contribute to the development of metrics, data enrichment, and widgets to provide valuable insights.
Create user-friendly interfaces:
Design and build dashboards, reports, and configuration pages that simplify user navigation.
Continuously improve:
Collaborate with our team to enhance our product experience and deliver exceptional solutions.
Required skills and experience:
Strong understanding of HTML, CSS, and JavaScript
Experience with popular frameworks like jQuery, Angular, and React
Knowledge of mobile app development (Android or iOS)
Familiarity with RESTful APIs
Proficiency in programming languages such as C#, Python, or Java
A passion for learning new technologies and solving complex problems
Prefer graduates from Computer Science, Software Engineering, Information System, Electronic and Electrical, Mechatronic, Information Technology and related courses.
Possible career opportunities after completed 2 years of training: Back End Developer, Front End Developer, Web Developer, Mobile App Developer, .NET Developer, Full Stack Developer, Image Processing Specialist, Data Scientist, Support Engineer, System Analyst, IoT, Database Administrator, Data Engineer, Software Developer, DevOps Engineer, Embedded Software Engineer
Data Analyst ,Big Data, Computer Science ,IT ,AI ,System Analyst ,Business Analyst ,Information Technology ,Programming ,Programmer ,C# ,Data Science ,Fresh Graduate ,Database Administrator ,DBA ,Software Engineer, Software Developer ,IoT ,Cloud Computing ,Web Development ,Frontend ,HTML ,Java ,Python ,Full Stack ,Image Processing ,Artificial Intelligence ,Intelligent System ,Networking ,Application ,Firmware ,Embedded, Power BI"
Software Developer,Developers/Programmers,Information & Communication Technology,"Original Intelligence Sdn Bhd is seeking a talented and experienced Software Developer to join our dynamic team in Petaling Jaya, Selangor. As a full-time Software Developer, you will play a crucial role in developing and maintaining cutting-edge software solutions that drive the success of our company.
We are looking for a .Net developer to build software using languages and technologies of the .NET framework. You will create applications from scratch, configure existing systems and provide user support.
In this role, you should be able to write functional code with a sharp eye for spotting defects. You should be a team player and excellent communicator. If you are also passionate about the .NET framework and software design/architecture, we’d like to meet you. Your goal will be to work with internal teams to design, develop and maintain software.
Responsibilities
1. Serve as an expert on applications and provide technical support
2. Collaborate with internal teams to produce software design and architecture
3. Write clean, scalable code using .NET programming languages
4. Test and deploy applications and systems
5. Revise, update, refactor and debug code
6. Improve existing software
7. Develop documentation throughout the software development life cycle (SDLC)
Requirements
Proven experience as a .NET Developer or Application Developer
Familiarity with the ASP.NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC))
Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3, knowledge of Jquery & javascript.
Familiarity with architecture styles/APIs (REST, RPC)
Excellent troubleshooting and communication skills
Understanding of Agile methodologies
BSc/BA in Computer Science, Engineering or a related field
Permanent position based in Kelana Jaya (Kelana Centre Point)
10mins walking distance with LRT Glenmarie Station"
Software Engineer,Engineering - Software,Information & Communication Technology,"We are looking for a Software Engineer with focus on web application. You will work closely in the development team on projects. You will be responsible for supporting the development, implementation and maintenance of the applications that we developed for our clients.
Fresh Graduates are welcome to apply and training will be provided.
Key Responsibilities:
Web development, Frontend development using HTML, SASS and Typescript.
Testing, debugging and documenting new of newly developed software.
Maintenance of web application
Requirements:
Bachelor of Information Technology, Engineering with interest in programming
Speaks and writes English fluently
Proficient in programming
Good communication skills and able to work well with people at all levels"
Software Programmer,Developers/Programmers,Information & Communication Technology,"What you'll be doing?
Software Development:
Design, code, test, and debug software applications based on specific requirements or user stories, contributing to the creation of innovative solutions.
Feature Enhancement:
Develop new software features and improve existing ones to meet business goals, driving continuous improvement of our client's products.
Problem Solving:
Analyze and troubleshoot software issues, identify bugs, and propose effective solutions, ensuring smooth operation of applications.
Quality Assurance:
Conduct unit testing, integration testing, and participate in code reviews to maintain high standards of software quality and reliability.
System Maintenance:
Take responsibility for the daily maintenance of the company's existing software product system, providing timely responses to system issues.
Continuous Learning:
Stay updated with industry trends, best practices, and new technologies to enhance your coding skills and keep current with software development methodologies.
Who are they looking for?
Passion for Excellence:
Demonstrate enthusiasm for best design and coding practices, along with a desire to develop bold new ideas in software development.
Problem-Solving Skills:
Showcase strong logical thinking and problem-solving abilities to tackle complex software challenges.
Mathematical Aptitude:
Possess good mathematical skills, particularly in financial calculations, to support the development of robust software solutions.
Educational Background:
Hold a Bachelor's Degree or Professional Degree in Software Engineering, Computer Science, or an equivalent field. Candidates with no prior experience are welcomed to apply.
Development Experience:
Ideally have at least 3 years of experience in Windows Application or Website development, but we encourage applications from all skill levels.
Language Proficiency:
Ability to speak and write in Mandarin, English, and Malay to effectively liaise with associates and contribute to a diverse work environment.
Technical Expertise:
Demonstrate solid knowledge of ASP.NET, C++, Laravel, Vue.js, or React.js, along with proficiency in SQL databases.
Working Hours
5 days work week
How to apply
Ready to join this role? Click Apply now to submit your resume and share your availability and expected salary with us!
We value diversity and encourage all qualified individuals to apply, regardless of background or personal circumstances.
All information received will be kept strictly confidential and will be used only for employment-related purposes."
Application Developer / Senior Application Developer (C# / .NET),Developers/Programmers,Information & Communication Technology,"We are looking for passionate and driven Application Developers with skills in C# and ASP.NET to join our growing development team at Innocel. You will be involved in developing and maintaining high-quality custom web applications and backend services for enterprise clients across industries. Fresh graduates and experienced candidates are both encouraged to apply.
🧑‍💻 Key Responsibilities
Design, develop, test, and deploy web applications using .NET technologies (C#, ASP.NET).
Customize and maintain existing systems and features.
Collaborate with the project team on requirements gathering, design, and testing.
Troubleshoot and resolve software issues and bugs.
Prepare technical documentation for ongoing support and reference.
🧠 Requirements & Qualifications
For All Levels:
Solid understanding of HTML, CSS, JavaScript, and web fundamentals.
Hands-on experience in ASP.NET web development and RESTful API design.
Strong grasp of C#, with familiarity in LINQ and Entity Framework being an advantage.
Good database skills (SQL Server or others).
Knowledge of version control tools (e.g., Git) is preferred.
Fresh Graduates / Entry-Level:
Welcome to apply! Training and mentorship will be provided.
Positive attitude and eagerness to learn new technologies.
Senior Level:
Minimum 4 years of experience in software/application development.
Ability to lead modules, provide code reviews, and contribute to solution design."
Java Software Engineer,Engineering - Software,Information & Communication Technology,"We are seeking Java Developer & Support Engineer to manage production servers, databases, and provide coding support for bug fixes and perform enhancements in Android and Java-based applications. The role also involves preparing and presenting weekly reports to supervisors, ensuring transparency and proactive communication about system health and ongoing tasks.
Key Responsibilities:
·         Collaborate with team members to design, develop, and maintain software applications
·         Write clean, efficient, and well-documented code in accordance with coding standards
·         Participate in code reviews and testing to ensure software quality and performance
·         Assist in debugging and troubleshooting issues across different platforms
·         Support the integration of APIs, third-party services, and internal system
·         Contribute to technical documentation and knowledge sharing within the team
·         Continuously learn new technologies and development practices
Requirements:
·         Bachelor’s degree in Computer Science, Information Technology, or related field.
·         Experience in Android and Java development, application support, production server management, and database administration.
·         Proficient in Android, Java, J2EE, Spring Framework, and Hibernate.
·         Strong SQL skills and experience with databases such as Oracle, MySQL & MS-SQL.
·         Hands-on experience with database management and optimization.
·         Knowledge of application servers (Apache Tomcat, WebLogic, JBoss).
·         Experience managing Linux/Unix-based servers.
·         Experience with database backup, recovery, and performance tuning.
·         Understanding of database indexing, partitioning, and replication techniques.
·         Strong analytical and problem-solving skills.
·         Excellent verbal and written communication.
·         Ability to work independently and manage priorities effectively.
·         Fresh graduates are welcome to apply"
Senior Backend Developer (C# .Net Core),Developers/Programmers,Information & Communication Technology,"Job Responsibilities :
Responsible for the daily maintenance of the company's existing software product system and responding to system problems in a timely manner.
Build a new system with the wireframe given.
Coding standards, organizational programming skills and good commenting practices.
Participate in all phases of the entire software life cycle up to final release.
Coding, testing and documentation according to user and system requirements to deliver source code, documents and text scripts.
Work on bug fixes and improving application performance.
Keep abreast of the latest industry development related to the company's products, constantly upgrade and improve the software system.
Job Requirements :
.NET Core
: Strong experience with .NET Core
Database
: Proficiency with either
SQL Server
or
MongoDB
(at least one required).
API Integration
: Experience integrating with third-party and internal APIs.
Message Queuing
: Experience with
RabbitMQ
or
Kafka
for messaging systems.
Redis
: Familiarity with
Redis
for caching solutions.
JavaScript
: Basic knowledge of
JavaScript
for front-end development or interactions.
ABP Frameworks
: Familiarity with or preference for working with
ABP Boilerplate
,
ASP.NET Zero
, or
ABP.IO
."
Senior Software Engineer for ADG System R&D,Engineering - Software,Information & Communication Technology,"The Team:
To achieve NI’s Core Strategic Vision to be the leader in software-defined automated test and automated measurements systems, the company is evolving its operating model to align behind industry-oriented business units.
The
Systems R&D
team in the Aerospace, Defense and Government (ADG) Business Unit focuses on the design and development of components and systems in key application areas, including avionics, communications, navigation, Signals Intelligence (SIGINT), Electronic Warfare (EW) and RADAR. Leveraging NI’s portfolio of PXI RF instruments, modular FPGA co-processors, software-defined radios (USRP products), and software tools (LabVIEW, LabVIEW FPGA, open source), the Systems R&D team creates systems at various levels to provide differentiated system-level offerings.
The Role:
The
Senior SW Engineer
will be responsible for the research, design, and development of software components addressing various customer requirements in the focus applications of the ADG Business Unit. They will work closely with domain experts within the BU to define and execute on the implementation strategy of critical software components, system-level software architectures, and APIs/User Interfaces (UIs).
The role demands an individual who can think at the system level while providing a best-in-class software experience for NI customers and enjoys working collaboratively in a team setting.
Core Job Responsibilities
Design and implement, and test software features and capabilities for new and existing offerings in key application spaces.
Design and develop tools and infrastructure to improve development efficiency.
Work in an Agile team environment in a global setting to prioritize work items and leverage resources to deliver features in a release on-time.
Follow and refine coding guidelines and provide effective code reviews.
Evaluate feature testing strategies and contribute to writing effective test plans.
Basic Qualifications
Proficiency in programming languages and development experience on Windows/Linux platform in traditional text-based programming and/or NI Software.
BS/MS in Electrical Engineering, Electrical and Computer Engineering, Information Science, Computer Science.
Basic understanding of software design principles.
Experience with a demonstrated ability in problem-solving, effectively diagnosing technical issues, and proposing reasonable solutions.
Experience working with Continuous Integration/Continuous Deployment tools and processes.
Min 6 years working experience in SW development.
Proficient communication skill in English.
Preferred Qualifications
Experience in R&D projects is preferred.
Understanding of NI software tools (LabVIEW, TestStand, Veristand).
Hands on use of NI Hardware Platforms.
Understanding of Agile software development principles.
Demonstrated ability to:
Persistently drive tasks and lead projects to successful completion.
Effectively interact and communicate with engineering teams and management.
Problem-solving skills, including effectively diagnosing technical issues and proposing reasonable solutions.
Quickly learn applicable technology, systems, and products.
Experience on one of more of the following will be a plus
RF application
Test program/application development
FPGA based application
Success Factors
Ability to independently identify and solve application-specific system engineering problems.
A desire to learn about software architecture & design principles.
Persistently drives tasks and lead projects to successful completion.
Implement moderate features to a high level of quality.
Effectively interact and communicate with engineering teams and management.
Strong problem-solving skills, work ethic, and drive to succeed."
Software Developer,Developers/Programmers,Information & Communication Technology,"You will be part of a productive team responsible for the development and maintenance of one or more of our current software products. You will work within an enterprise environment with state-of-art technologies. The opportunity to work with overseas clients, and will develop your international client exposure.
Responsibilities:
Produce clean, efficient code based on specifications.
Integrate software components and third-party programs.
Verify and deploy applications and systems.
Troubleshoot, debug, and upgrade existing software.
Gather and evaluate user feedback.
Recommend and execute improvements.
Create technical documentation.
Requirements:
BSc/BA in Computer Science, IT, or a related field.
Familiarity with Agile & Scrum development methodologies.
Familiar with software design and development.
Proficient in development languages (Java, Rest Webservice, Spring, Vue JS, Angular, Dart, Camunda & Spring batch) and frameworks/systems (GIT).
Experience with Java and/or Flutter is an added advantage.
Ability to learn new languages and technologies.
Excellent communication skills and team player.
Resourcefulness and troubleshooting aptitude.
Experience as a Software Developer or similar roles is an added advantage.
Required years of experience 2 years
. Fresh graduates are encouraged to apply."
Software Engineer (Fresh Graduates are welcome),Engineering - Software,Information & Communication Technology,"Responsibilities:
Design, develop, debug and test machine control software for high speed machines.
Provide application integration test and documentation.
Provide assistance and software support to customers as well as evaluation to find solutions on customers’ modification requests.
Work closely with specialist team to evaluate interface between hardware and software as well as the operational and performance requirements of the overall system.
To analyze and implement customer requirements and resolve software issues towards the feasibility of design within time and meeting the costs budget.
Responsible for software development process definition and improvements.
Opportunity to travel overseas for business purpose.
Requirements:
Degree in Computer Science/Software Engineering/Electrical and Electronic Engineering (CGPA above 3.4).
Experience in C#. NET programming is a MUST.
Knowledge in using Visual C++ 6.0 and Microsoft Foundation Classes will be an added advantage.
Interested candidates, kindly attach with a recent photo. Applications without photo will not be considered.
Permanent position available."
Software Developer,Developers/Programmers,Information & Communication Technology,"About the role
Due to continued growth, an exciting opportunity now exists for digital specialists to join a highly experienced, collaborative and outcomes focused Asia-Pacific IT team.
This role will be based in Malaysia and reports to the Head of IT – Asia and the Head of Development Based in Sydney. This role will also work closely with the corporate IT team based in our Singapore and Australia office.  Working closely with the development team, the role will have the following responsibilities:
Key Responsibilities
Writing optimized SQL queries for integration with other applications
Involvement in application and web development and for the firm’s digital strategy
Creating views, functions, and stored procedures
Maintain, Upgrade, and troubleshoot complex SQL queries
Responsible to maintain and upgrade existing applications
Write DevOps and Automation Code/Scripts
Provide timely updates for production status and progress of issue resolution
Ensuring all internal processes and procedures are adhered to
Qualifications, Skills and Experience
Minimum Diploma/Tertiary or professional qualification in Information Technology/Computer Science with at least 2 year of working experience as DevOps
Must be comfortable working in a team-based environment as well as being able to work independently, show initiative, problem solve and be proactive
Motivated and a quick learn and passion for technology
Demonstrated collaborative working style, with good interpersonal and excellent communication skills, both written and verbal
Understanding of RAD best practices and implementation
Previous experience working with any front-end framework such as ReactJS would be advantageous
We are looking for candidates with prior working experience and proficient in one of the following specialisations: -
TSQL, C# .NET, ASP .NET, web services (REST)
Knowledge in web-based languages, JavaScript, CSS and HTML
Knowledge in tools like Out Systems Service Studio & Integration Studio would be preferred.
Knowledge in Azure API Management, Rest API.
Business intelligence tools, Microsoft Power BI, SSIS, SSRS and SSAS, working experience with Data Lake would be advantageous
May be required to work after hours and weekends on an ad hoc basis depending on business requirements
How to apply
Take the next step in your career and apply now by clicking on the link below to submit a cover letter and your resume.
Only Shortlisted candidates will be notified."
Software Development Engineering,Engineering - Software,Information & Communication Technology,"Job Description
:
1. Responsible for conducting software requirements analysis and architectural design of products.
2. Undertake software development tasks, including low-level driver development, application programming, and software testing.
3. Execute system integration and debugging.
4. Responsible for writing software design and test specifications and design documents.
Job Requirements :
1. Responsible for conducting software requirements analysis and architectural design of products.
2. Undertake software development tasks, including low-level driver development, application programming, and software testing.
3. Execute system integration and debugging.
4. Responsible for writing software design and test specifications and design documents.
5. Bachelor’s degree or higher in Integrated Circuits, Microelectronics, Electronics, Communications, Computer Science, or related fields.
6. Proficiency in C/C++ programming.
7. Expertise in embedded device signal processing or signal integrity analysis.
8. Familiarity with embedded OS (e.g., Wince, Linux) kernel scheduling and management.
9. Strong grasp of real-time control software architecture. 6. Strong teamwork, communication, learning agility, and analytical problem-solving skills.
10. Good communication skills, reporting to the superior with minimum supervision as well as to work as a team.
11. Good communication is English, BM, as well as other language.
12. Permanent position with attractive salary and work environmental.
Our client offers an attractive remuneration package and other benefits, such as:
Competitive salary range
Annual Leave High
Working Hours:
5-day work week (Monday – Friday)"
Software Engineer (.Net),Developers/Programmers,Information & Communication Technology,"Plan, manage and deliver software projects from inception with agreed scope, timeline, cost & quality.
Facilitate SDLC activities throughout the project implementation.
Manage project risks, issues and change through the project life cycle.
Responsible for the successful initiation, planning, design, execution, monitoring, controlling, closure and post implementation reviews of a project.
To conduct business requirements gathering, documentation and stakeholder approval
To prepare project plan(s) and implementation schedule(s)
To coordinate internal resources and third party/vendor for projects execution;
To ensure that all projects are delivered on-time, within scope;
To develop a detailed project plan to track progress;
To capturing and documenting requirements from business users;
Communicate, attend and meeting with business users for requirements gathering;
Strong analytical skills and attention to detail;
Any other responsibilities as deem necessary by the management from time to time.
Requirements:
Candidate must possess at least Bachelor's Degree/Professional Degree in Computer Science/Information Technology or equivalent.
Minimum 3 years of working experience in application support/development in .NET or related languages.
Fresh graduates are encouraged to apply
Hands-on experience .NET Framework/Core, ASP.NET (Web Forms & MVC), C#, VB.NET, SQL, HTML5, CSS3, JavaScript, jQuery, AJAX, and Bootstrap
Required Skills:
C# and VB.NET
. Knowledge in PHP (Laravel) will be added advantage.
·       Database experience with
MySQL Server
and
MS SQL Server
.
·       Familiar with
JavaScript frameworks
such as
Angular
and
Node.js
, and working with
JSON.
·       Experience with
Web Services/Web API
: ASP.NET Web Services and .NET Core REST APIs
·       Knowledge of
design patterns
(e.g., MVC),
unit testing
, and
code reviews.
·       Familiarity with
RESTful API architecture styles.
·       Experience in
responsive web design.
·       Understanding of the
software development lifecycle
and
Agile/Scrum methodologies
·       Exposure to
Azure DevOps
for team collaboration.
·       Cloud computing knowledge (e.g.,
AWS
) is an added advantage.
·       Familiarity with
Jira
or equivalent ticketing/call logging systems is an added advantage.
·       Strong team player, willing to support across all stages of the software development lifecycle."
Software Engineer,Engineering - Software,Information & Communication Technology,"Unlock your potential with Dassault Systèmes, a global leader in Scientific Software Engineering as a Software Engineer in Selangor, Malaysia!
Role Description & Responsibilities
Code Development: Develop code functions and unit tests, adhering to quality standards set by the organization.
Communication: Be able to communicate effectively with the functional and technical team.
Understand Customer Needs: Analyze customer business requirements, scenarios, use cases, and user experience needs.
Technical Specifications: Describe specifications in technical terms.
Issue Resolution: Analyze and correct reported issues, and implement software changes as required by the customer, aligned with R&D strategies.
Dependency Management: Identify and manage dependencies with other components.
Qualifications
Experience: Minimum 2 years of relevant experience in application development, technical consulting and/or solution design (fresh graduates are welcome to apply).
Education: Degree in Computer Science, Engineering or equivalent.
Technical Skills: Strong technical knowledge (logical thinking, problem solving, analytical skill).
What’s in it for you?
Prestigious Company: Work for one of the biggest software companies in Europe.
Diverse Exposure: Gain exposure to a wide variety of industry experiences and IT technologies.
Global Environment: Collaborate with brilliant colleagues from around the globe in an international work environment.
Growth Opportunities: Enjoy a supportive environment for personal and career growth.
Challenging Projects: Work on challenging and impactful projects."
System Support Engineer (Software Developer),Engineering - Software,Information & Communication Technology,"Company Profile
http://www.cardzone.com.my/WEB/
Duties and Responsibilities:
Provides support to applications implemented at client sites. Debug and Fix existing software programs, develop new software program and implement customization features at client sites.
Keep the applications up and running whenever incident raised by clients within SLAs defined.
Respond to emergency callout, provide first level diagnosis of problems and escalate as and when necessary.
Monitor incident tickets raised in Cardzone support portal and work closely on open tickets until the issues are resolved.
To support multiple clients at a time.
Work independently, take responsibilities on incidents support.
Learn and apply Domain Knowledge (Payments, POS, ATM, Financial Switching) into software code deliverables.
Communicate with different parties from different background (e.g.: business user, IT staff, third-party vendors) when handling the incidents.
Qualifications & Experience:
Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent.
Required skill(s): Java - J2SE, J2EE
Experience in JavaScript and JavaScript libraries
Knowledge in HTML and CSS
Knowledge in database server such as Oracle, DB2, MySQL, etc.
Knowledge in web application server such as Websphere, Oc4j, Jboss, Tomcat, etc.
Knowledge in Unix Shell Command.
Knowledge in card management or payment system, ISO8583, NDC+ would be an advantage.
Strong technical, analytical and problem solving skills.
Production system support experience.
Applicants must be willing to work in Bangsar South and work onsite (either local or overseas if required).
Must be team player.
Able to lead and mentor the team members (Senior position).
Able to travel overseas.
Company benefits :
Attractive remuneration package
Outpatient Medical, Dental and Optical Claim
insurance coverage for hospitalization for self and Immediate family.
Per-diem travel allowance provided
Anniversary Annual Leave- Accumulated to max 20days
Yearly Company trip"
