Title,Job SubClassification,Job Classification,Full Job Description
Software Engineer - Alpha Domain (Hybrid Working),Engineering - Software,Information & Communication Technology,"Company Description
About SEEK
At SEEK, we serve a noble purpose: to help people live more productive and fulfilling working lives and to help organisations succeed.
By joining us, you’ll be part of a multinational technology business that is far-reaching with a start-up working culture that focuses on a set of collaborative values and appreciates dynamic cultures. SEEK is a place where potential meets possibility – it’s where your career aspiration and our purpose can make great things happen.
Why join us?
Be part of a multinational tech company with strong core values to help us solve complex challenges while building a flexible, exciting career – one that could take you anywhere. We’re looking for people who thrive in dynamic teams and enjoy tackling regular new challenges in a large-scale, modern, and agile environment.
As one of Asia Pacific’s largest tech companies, you’ll contribute to multilingual systems, solving high-impact problems to the benefit of millions of people within the region. Be part of a fast-growing company with a strong culture and clear purpose, innovation and strong investment in responsible AI. SEEK offers you the opportunity to be involved in impactful work and be part of a great team.
Expect a great investment in your career development with access to workshops, conferences & courses while you work alongside seasoned experts.
The Team
Step into the dynamic world of our Alpha Domain team – think corporate muscle with a startup soul, powering growth and innovation for SEEK! You'll find a fast-paced environment fuelled by experimentation, rapid iteration, and a passion for turning ambitious ideas into reality. We operate with the agility of a startup, embracing change and beginning evolving requirements head-on across squads focused on various applications and initiatives driving growth across JobStreet, JobsDB, and SEEK brands, which helps over 150 million candidates find employment across APAC.
Collaboration is key, and you'll be working alongside a diverse group of dedicated individuals who are not afraid to challenge the status quo and push boundaries. If you thrive in ambiguity, are energised by solving sophisticated problems, and are driven to make a tangible impact on the job market across multiple countries, you'll feel right at home in our vibrant and forward-thinking team.
The Role
As a Software Engineer within our Alpha Domain team, this exciting individual contributor role demands a high level of technical competence and a versatile skillset spanning all areas of software engineering, from tackling complex problem resolution and architecting innovative solutions to hands-on system implementation. In our startup-paced environment, your ability to adapt, experiment, and contribute to rapid iterations will be crucial as you're empowered to drive technical decisions, working with cross-functional teams such as Product, Data, Analytics and Growth to bring impactful ideas to life.
Job Description
Key responsibilities include:
Contributing to the technical approach for growth initiatives within SEEK.
Helping in evolving delivery processes to continuously improve the developed applications.
Contributing to SEEK’s overall technology strategy and aligning systems with that strategy.
Ensuring systems are fit for purpose, well architected, and follow current SEEK development practices.
Maintaining platform health ensuring that our systems are secure, reliable, resilient, and cost effective.
Driving customer-centric approach to ensure that we are delivering great outcomes for our customers.
Facilitating the healthy tension between the desire for immediate delivery and the long-term viability of the code bases.
Employing pragmatic coding practices, understanding when temporary solutions are vital for efficient learning and experimentation.
Sharing operational support duties.
Qualifications
Experience
Experience in Agile software delivery methods and development with a focus on testing.
Hands-on experience in estimating, planning, designing, implementing, testing and operating highly scalable, available, performant, maintainable and secure applications, including supporting fellow engineers.
Applies relevant technologies’ knowledge to the development and improvement of software applications, being able to drive better technical decision at the team level.
Involve in collaboration with stakeholders to understand business challenges and customer needs, remove bottlenecks, and identify new opportunities for growth.
Knowledge of industry best practices, regulations and compliance (GDPR, PDPI), and quality assurance techniques.
Experience working with geo-distributed teams.
Personal Skills
Positive spirit and a clear sense of initiative.
Has a growth mindset - flexible, open, and actively seeking opportunities to improve.
Continuously learn and understand the business requirements, customer, and end-user feedback to further improve the products.
Actively investing time in technical growth.
Manage own time well, able to support fellow engineers and be critical on inefficiencies.
Independently driven team-player who is proficient in both analysis and conceptualisation, driven by results and customer success.
Ability to share new knowledge and new tools to cultivate constructive conversations and improve team capabilities.
Open minded collaborator and clear communicator who can manage stakeholders' expectations.
Technical Skills
Knowledge in JavaScript or Typescript.
Builds software in at least two modern software development languages.
Builds and maintains Continuous Delivery Pipelines using Agile practices, patterns and tooling.
Builds software using secure coding practices and mitigates vulnerabilities.
Working knowledge of modern stacks (e.g. Node.js, Express, GraphQL, Jest, React Testing Library, Apollo).
Uses current technical practices such as writing clean, testable code and pair programming.
Knowledge of building solutions deployed on AWS.
Additional information
At SEEK, we are passionate about fostering a culture of inclusion and wellbeing that embraces and values the diversity of our people. We are a purpose driven business that works with heart.
Diversity of backgrounds and experiences is valued for creativity and innovation. We encourage applicants from all walks of life to join us in crafting a world-class workplace!"
React Mid/Senior Front-End Developer （Mandarin Speaker）,Developers/Programmers,Information & Communication Technology,"Requirements
Bachelor’s degree in Computer Science, Information Technology, or a similar field.
Able to fluently speak, read and write in
Mandarin
for effective communication with Mandarin-speaking stakeholders and the headquarters in Taiwan
In-depth knowledge of
JavaScript, CSS, HTML
, and front-end languages
Knowledge of
REACT
tools including
React.js, Webpack, Enzyme, Redux, and Flux.
Knowledge of performance testing frameworks including
Spring boot, Mocha and Jest.
Experience with browser-based debugging and performance testing software.
Previous experience working as a react.js developer.
Excellent troubleshooting skills.
Experience with user interface design.
Good project management skills.
Responsibility
Possess advanced learning abilities and work independently.
Responsible for developing and maintaining both browsers' scripts and websites, and make sure that the controls can be adapted to PC and mobile
Priority candidates for those who are familiar with NodeJS.
Two years
working experiences above in front-end area and multi-language I18N.
Develop websites with
JavaScripts
without using front-end frameworks, and follow ESLint/typescript code style specification
Understand browsers' compatibility and HTML DOM regulations.
All images are loaded using next/image, and the effect must be implemented strictly according to the design drawing.
Proficient in using React hook; if you need to use common components, please use components to implement
Familiar with babel, webpack, and all versions of JavaScript staging.
Proficient at React /next-js, redux-toolki, RTK Quer, UI /ant-design, CSS /.less
Benefits
KWSP
SOCSO
Medical claim included
Annual and medical leave shall be in accordance with the prevailing Labour Law
Birthday Allowance
Fully remote working"
Software Developer,Developers/Programmers,Information & Communication Technology,"About Us:
JF Soft Sdn. Bhd. is a leading software solutions provider committed to delivering high-quality products and services to our clients both locally and internationally. Managed by a team of experienced and dedicated professionals, we aim to be at the forefront of innovation and excellence in the software development industry.
Job Overview:
We are seeking a dynamic and enthusiastic Software Developer to join our growing team. The ideal candidate will be responsible for developing new features, maintaining existing projects, and ensuring the overall quality and responsiveness of our applications.
Key Responsibilities:
Develop new features and maintain existing projects.
Translate UI/UX design wireframes and prototypes into responsive, functional, and user-friendly interfaces.
Create and manage APIs for partnerships and integrations.
Ensure application quality and responsiveness.
Ensure application adherence to brand guidelines, design systems, and UI consistency.
Administer and manage databases and hosting environments.
Collaborate effectively within a team environment.
Document technical specifications and infrastructure.
Qualifications:
Bachelor's Degree or Professional Degree in a related field.
Experience working with UI/UX designers to implement design specifications accurately.
Basic understanding of UI/UX principles, including usability, accessibility, and responsive design.
Proficiency in core front-end technologies: HTML, JavaScript, CSS.
Knowledge of programming languages: C# or PHP.
Experience with web frameworks: .NET (ASP.NET Core MVC or Blazor), Laravel.
Familiarity with database systems: MySQL, Microsoft SQL, and related technologies.
Basic understanding of web hosting and deployment.
Nice to Have:
Experience in web development, API, and software design.
Familiarity with CSS frameworks: Bootstrap or Tailwind CSS.
Familiarity with UI/UX design tools: Figma
Knowledge of JavaScript frameworks: Svelte/SvelteKit.
Experience with Flutter.
Ability to develop mobile applications.
Fresh Graduate is encouraged to apply."
Front End Developer (React js),Developers/Programmers,Information & Communication Technology,"Key Responsibilities
Design, develop, and maintain responsive web applications using
React
,
Next.js
, and
Node.js
.
Work collaboratively with IT teams, business stakeholders, and governance bodies to interpret and transform business requirements into secure, scalable web solutions.
Proactively engage with team members and stakeholders to gather requirements, present progress, and ensure alignment with business objectives.
Deliver high-quality front-end solutions that adhere to
enterprise best practices
,
security standards
, and
regulatory compliance
within the
BFSI
sector.
Support the deployment and maintenance of web portals and applications for internal staff, agencies, and customer-facing use-cases.
Provide input and support for server-side implementation and containerized environments.
Technical Proficiencies
Languages & Frameworks:
React.js, Next.js, Node.js
OS & Infrastructure:
RHEL (Red Hat Enterprise Linux)
Containers:
Docker, Podman
DevOps/CI-CD:
Container orchestration and deployment practices
Solid understanding of
server-side development
and
full-stack integration
Requirements
Bachelor's Degree in
Computer Science
,
Software Engineering
, or related IT field
Minimum
3 years of hands-on experience
in an enterprise or regulatory BFSI environment
Strong knowledge of
software development best practices
, including version control, testing, and code reviews
Ability to communicate technical concepts clearly and work collaboratively across teams"
Software Developer,Developers/Programmers,Information & Communication Technology,"Responsibilities:
- To design, develop and maintain full stack web applications.
- Provide technical support to customers.
- Software development, testing and maintenance.
Requirements:
- Candidates must possess at least Diploma in Computer Science/ Information Technology or its equivalent.
- Experience in Web and mobile application development.
- Experience in using MySQL databases.
- Working knowledge of PHP, Javascript, HTML and CSS.
- Other relevant skills like Bash scripting, Android, IOS, NodeJS, C#, Delphi, Python, Keras, VMWare and networking will be an advantage.
- Working knowledge of native mobile development or cross platform development is an advantage.
- Must be able to speak and write fluent English as well as Mandarin to effectively communicate with Mandarin speaking clients.
- Minimum of 3 years working experience in a similar field."
FRONT END WEB DEVELOPER,Developers/Programmers,Information & Communication Technology,"Job Description:
We are looking for a
Front End Web Developer
with at least
2 years of experience
to join our team. The ideal candidate should have a passion for creating seamless, responsive, and visually engaging user experiences.
Key Responsibilities:
Implement innovative and intuitive features that enhance user experience across our products.
Collaborate with users and customers to build tailored solutions that meet their needs.
Write client-side code to create fast, user-friendly web applications for desktops, mobile browsers and hybrid in-app pages.
Enhance web applications to maximize speed and scalability, ensuring smooth user experiences.
Work closely with back-end developer sot troubleshoot and improve overall system performance.
Ensure high quality graphic standards and brand coherence across all user interfaces.
Requirements:
In-dept understanding of the entire web development process, from design to deployment.
Hands-on experience developing with JavaScript, CSS
Experience building responsive web applications, API integration, performance optimization and UI/UX collaboration."
Front End Engineer (Junior),Developers/Programmers,Information & Communication Technology,"World Vest Base (WVB), part of Financial Intelligence Services Limited, is a primary source for global financial, statistical and market information. Since 1984, WVB has collected and managed data on public and private companies worldwide.
Front-End Engineer  (Junior) – Job Scope
As a Front-End Engineer (Junior), you will be responsible for developing and maintaining high-quality, user-centric web interfaces. You will work closely with cross-functional teams to implement responsive, accessible, and performant web applications that deliver an exceptional user experience across all devices and browsers.
Key Responsibilities
UI/UX Implementation:
Transform design mockups and wireframes into functional, responsive web interfaces using modern front-end technologies.
Front-End Development:
Write clean, maintainable, and scalable code using HTML, CSS3, JavaScript (ES6+), SVG-based animation on responsive websites and front-end frameworks such as React, Vue.js, or Angular.
Performance Optimization:
Enhance application speed and efficiency through best practices, including lazy loading, code splitting, and performance monitoring.
Cross-Browser Compatibility:
Ensure seamless functionality and consistent appearance across all major browsers and device types.
API Integration:
Collaborate with back-end developers to integrate RESTful or GraphQL APIs and manage front-end state effectively.
Testing & Debugging:
Develop unit and integration tests using modern testing frameworks (e.g., Jest, Cypress). Diagnose and resolve UI issues using debugging tools.
Collaboration:
Partner with designers, product managers, QA engineers, and back-end developers in an agile environment to deliver high-impact features.
Version Control:
Utilize Git for source control and participate in code reviews to maintain code quality and consistency.
Technical Skills
Languages:
HTML5, CSS3, JavaScript (ES6+), TypeScript
Frameworks & Libraries:
React, Vue.js, Angular, Next.js, Tailwind CSS, Bootstrap
Tooling:
Webpack, Vite, Babel, ESLint, Prettier
Testing:
Jest, Mocha, Cypress, Playwright
Version Control:
Git (GitHub, GitLab, Bitbucket)
Design Tools:
Figma, Sketch, Adobe XD
Able to debug and address issues efficiently
Soft Skills
Excellent communication and collaboration abilities
Strong problem-solving and analytical thinking
High attention to detail and a commitment to code quality
Adaptability to evolving technologies and business requirements
Education
B.S Degree in Computer Science/ Software Engineering / Information Technology equivalent.
The Ideal Candidate
The ideal candidate possesses strong technical skills and hands-on experience, demonstrating the ability to quickly grasp new concepts and technologies. They are highly adaptable, stay current with industry trends, and are committed to continuous learning. A proactive team player, they contribute effectively to collaborative efforts and consistently meet project deadlines and targets with a strong sense of accountability and attention to detail."
Web Application Developer,Developers/Programmers,Information & Communication Technology,"Responsibilities:
Design
. Involved in technical/architecture as well as UX design of the system.
Code
. Write new code, improve and maintain existing code.
Document
. /* Reasonable amount of comments in code and documentation */
You will get the opportunity to work as a team to design and develop new web based features/systems. Being part of our team, you will be actively involved in the overall design and development of our web platform. You will be given the chance to experience every stage of a software development as it progresses to go LIVE, where you can then step back and view your hardwork assisting others in their day to day activities.
We will help to further improve your communication skills through your day to day tasks and to share different ideas for handling different situations. As feedback is the breakfast of champions, your opinions and feedback will always be welcome! Last but not least, you will be working with a fun bunch of dedicated and young professional people.
Requirements
:
Ideally, you are someone who:
Possess Diploma or Bachelor's Degree in Computer Engineering/Computer Science/Information Technology or equivalent
Minimum 2 years experience in software development
Has a passion in software development and web technologies
Independent (in view of current pandemic, you will be working remotely most of the time)
Cares about user experience
Enjoy working in a team environment and contributing to the team's ideas
Is creative
Required skill(s): PHP, CSS, HTML, Javascript, MySQL
Knowledge of jQuery, Linux, Apache is an added advantage"
Junior Back-End Developer (Fresh Graduate),Developers/Programmers,Information & Communication Technology,"About the Role
Miya Global Technology is looking for a motivated and detail-oriented
Junior Back-End Developer
to join our growing team in Kuala Lumpur. This is an excellent opportunity for recent graduates who are passionate about backend development and eager to grow their skills in a supportive, fast-paced environment. You’ll be working closely with experienced engineers, product managers, and designers to help build and maintain high-quality backend systems that support our innovative products.
What You'll Be Doing
Assist in the development, testing, and maintenance of backend services and APIs
Collaborate with senior developers to solve technical problems and improve system performance
Communicate effectively with frontend developers and product teams to implement features and troubleshoot issues
Learn and apply industry best practices in software development and system design
Participate in code reviews and contribute to improving code quality
Continuously develop your technical skills and stay updated with new technologies
What We're Looking For
Bachelor’s degree in Computer Science, Software Engineering, or a related field
Strong understanding of computer science fundamentals (e.g., data structures, algorithms, networking, operating systems)
Familiar with at least one programming language (e.g., Golang, PHP, Python etc.)
Willingness and ability to learn new technologies and development tools quickly
Familiarity with Linux, MySQL, and basic web development concepts is a plus
Proficiency in Mandarin is preferred to facilitate communication with Mandarin-speaking team members and clients
Good communication and teamwork skills
Proactive, responsible, and eager to grow professionally"
Web Developer,Web Development & Production,Information & Communication Technology,"What you'll be doing:
Build and maintain both websites and mobile apps that look good and run fast.
Design and develop features with modern stacks (React, React Native, Node.js).
Integrate with back-end services and databases (PostgreSQL or equivalent).
Add cool features that improve the customer experience.
Ensure apps and sites stay smooth, responsive, and bug-free.
Collaborate closely with teammates to bring ideas to life.
Continuously improve how we build and deploy our apps.
Test and debug like a pro before release.
What we're looking for:
1–3 years experience in web/mobile app development.
Solid skills in
React, React Native, Next.js, Node.js, Express.js
.
Experience with back-end integration and managing databases.
A strong foundation in clean code, software design, and architecture.
Familiarity with
Git
and teamwork-based development.
Critical thinking and debugging instincts.
Attention to detail, especially in user experience.
A team-first mindset and clear communication skills.
Bonus Point for:
Experience with
AWS, Google Cloud, or Alibaba Cloud
.
Familiarity with
CI/CD pipelines
.
Know-how in mobile app development best practices."
Software Developer,Developers/Programmers,Information & Communication Technology,"Original Intelligence Sdn Bhd is seeking a talented and experienced Software Developer to join our dynamic team in Petaling Jaya, Selangor. As a full-time Software Developer, you will play a crucial role in developing and maintaining cutting-edge software solutions that drive the success of our company.
We are looking for a .Net developer to build software using languages and technologies of the .NET framework. You will create applications from scratch, configure existing systems and provide user support.
In this role, you should be able to write functional code with a sharp eye for spotting defects. You should be a team player and excellent communicator. If you are also passionate about the .NET framework and software design/architecture, we’d like to meet you. Your goal will be to work with internal teams to design, develop and maintain software.
Responsibilities
1. Serve as an expert on applications and provide technical support
2. Collaborate with internal teams to produce software design and architecture
3. Write clean, scalable code using .NET programming languages
4. Test and deploy applications and systems
5. Revise, update, refactor and debug code
6. Improve existing software
7. Develop documentation throughout the software development life cycle (SDLC)
Requirements
Proven experience as a .NET Developer or Application Developer
Familiarity with the ASP.NET framework, SQL Server and design/architectural patterns (e.g. Model-View-Controller (MVC))
Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3, knowledge of Jquery & javascript.
Familiarity with architecture styles/APIs (REST, RPC)
Excellent troubleshooting and communication skills
Understanding of Agile methodologies
BSc/BA in Computer Science, Engineering or a related field
Permanent position based in Kelana Jaya (Kelana Centre Point)
10mins walking distance with LRT Glenmarie Station"
Software Engineer,Engineering - Software,Information & Communication Technology,"Job Responsibilities:
Design, develop and enhance new/existing application and services
Work closely with other developers to provide the entire solution
Integration of 3rd party API
Optimisation of web application and infrastructure for scalability and speed
Job Requirements :
Fresh graduates are welcome (Min pay RM3,500 - RM6,000)
Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent.
Required language(s): English
At least 2 Year(s) of working experience in the related field is required for this position.
Required Skill(s): Laravel, MySQL, HTML5, CSS3, jQuery, Bootstrap
Preferably Senior Executive specialized in IT/Computer - Software or equivalent.
Benefits and Perks await YOU!
Monthly Travelling Allowance
Medical, Dental, Spectacles, Chiropractic, Supplements/Medicine claims and etc.
Birthday Leave
Free flow snacks and drinks
Flexible working hours
Festive season and birthday celebration
Monthly Indoor and Outdoor Activities
Annual Company Trip"
Software Application Engineer,Developers/Programmers,Information & Communication Technology,"Job Description
Key Responsibilities
Understand, research, and resolve internal and external application and systems issues of moderate difficulty.
Independently learn and investigate customer's high value problem (HVP), systematic bug or systematic software failures.
Create, test, and verify installation/upgrade instructions for Applied Materials’ product releases.
Participates in product design, testing and documentation reviews as appropriate.  Participate in user conferences.
Provide off-hours customer support as scheduled.
Attend AMAT classes in designated product line and external classes for third-party software.
Provide on-going training to customers and customer engineers (CE) for technical products and systems issues.
Provide assistance in analysis of customer OS performance, integration and database management issues.  Deliver updates and reports to managers, partners and peers.
Assist in training junior level engineers in departmental procedures, corporate procedures, and detailed product operation.
Functional Knowledge
Demonstrates expanded conceptual knowledge in own discipline and broadens capabilities
Business Expertise
Understands key business drivers; uses this understanding to accomplish own work
3-5 years of experience in Semiconductor industry would be desirable
Relevant experience in database management (Oracle/MySQL), Operating Systems (Linux/Windows)
Experience with Factory Automation/ Dispatch tools and MES Applications
Leadership
No supervisory responsibilities but provides informal guidance to new team members
Problem Solving
Solves problems in straightforward situations; analyzes possible solutions using technical experience and judgment and precedents
Impact
Impacts quality of own work and the work of others on the team; works within guidelines and policies
Interpersonal Skills
Explains complex information to others in straightforward situations
Role will be based in Kulim before moving to Bayan Lepas, Penang in 2025."
GIS Web Developer,Developers/Programmers,Information & Communication Technology,"About the role
Jcoders Sdn. bhd. is seeking an experienced Web Developer to join our dynamic team on a contract basis. As a Web Developer, you will be responsible for designing, building, and maintaining high-performance, scalable websites and web applications that align with our clients' business objectives. This is an exciting opportunity to work on a variety of projects and contribute to the growth and success of our company.
What you'll be doing
Collaborate with cross-functional teams to understand project requirements and translate them into functional web solutions
Design and develop responsive, user-friendly web interfaces using HTML, CSS, JavaScript, ArcGIS Development and popular front-end frameworks
Integrate web applications with back-end systems and databases to ensure seamless data flow and functionality
Optimise web applications for maximum speed and scalability
Implement security measures to protect web applications and user data
Troubleshoot and resolve technical issues, ensuring the continuous operation of web applications
Participate in the testing and deployment of web applications
Collaborate with the design team to ensure a consistent and visually appealing user experience
Stay up-to-date with the latest web development trends, technologies, and best practices
What we're looking for
Proven experience as a Web Developer or similar role, with a minimum of 1 year of hands-on experience
Fresh graduates are also welcomed
Proficient in HTML, CSS,
JavaScript
, and popular front-end frameworks like Angular, or Vue.js
Familiarity with back-end technologies such as
PHP, Laravel
, and experience with databases like MySQL, PostgreSQL, or MS SQL Server
Knowledge in
ArcGIS Web Development
and mobile app development is an added advantage
Understanding of responsive web design and mobile-first development principles
Ability to write clean, maintainable, and optimised code
Familiarity with version control systems like Git and collaboration tools like Jira or Trello
Strong problem-solving and critical thinking skills
Excellent communication and teamwork abilities
Passion for web development and a willingness to continuously learn and grow
What we offer
At Jcoders Sdn. bhd., we believe in nurturing a collaborative and supportive work environment. We offer a competitive compensation package, including a performance-based bonus structure, flexible working arrangements, and opportunities for professional development. Our team is passionate about technology and committed to delivering exceptional results for our clients.
If you're an experienced Web Developer who is eager to join a dynamic and innovative team, we encourage you to apply now."
"Internship for IT Students (Java, Mobile Developer) - RM2,000 for Top Students",Developers/Programmers,Information & Communication Technology,"You will join our IT team which is always buzzing with new ideas and incentive to innovate. Consisting of IT specialists who have diverse skills in website and mobile development, the team members also bring with them cross-market experience, having worked on projects locally and also across the other markets in the Group. If you are hungry for new experiences and you cannot wait to think of the next best way to achieve our mission statement, “To help investors around the world invest globally and profitably”, this is the place for you.
Responsibilities:
Translate users’ requirement into mobile app or system design.
Opportunity to be involved in full stack web development.
Requirements:
Candidate must possess or currently pursuing a Bachelor’s Degree in Computer Science/Information Technology or equivalent.
Priority will be given to those who has good understanding in Java, Javascript, HTML, CSS.
Available for duration of 3/6 months."
Application Developer / Senior Application Developer (C# / .NET),Developers/Programmers,Information & Communication Technology,"We are looking for passionate and driven Application Developers with skills in C# and ASP.NET to join our growing development team at Innocel. You will be involved in developing and maintaining high-quality custom web applications and backend services for enterprise clients across industries. Fresh graduates and experienced candidates are both encouraged to apply.
🧑‍💻 Key Responsibilities
Design, develop, test, and deploy web applications using .NET technologies (C#, ASP.NET).
Customize and maintain existing systems and features.
Collaborate with the project team on requirements gathering, design, and testing.
Troubleshoot and resolve software issues and bugs.
Prepare technical documentation for ongoing support and reference.
🧠 Requirements & Qualifications
For All Levels:
Solid understanding of HTML, CSS, JavaScript, and web fundamentals.
Hands-on experience in ASP.NET web development and RESTful API design.
Strong grasp of C#, with familiarity in LINQ and Entity Framework being an advantage.
Good database skills (SQL Server or others).
Knowledge of version control tools (e.g., Git) is preferred.
Fresh Graduates / Entry-Level:
Welcome to apply! Training and mentorship will be provided.
Positive attitude and eagerness to learn new technologies.
Senior Level:
Minimum 4 years of experience in software/application development.
Ability to lead modules, provide code reviews, and contribute to solution design."
Frontend Developer,Engineering - Software,Information & Communication Technology,"What you'll be doing
Translate design mock-ups and wireframes into responsive, cross-browser compatible user interfaces
Implement complex front-end features and functionality using HTML, CSS, JavaScript and modern front-end frameworks
Write clean, efficient and well-documented code to ensure maintainability and scalability
Collaborate with back-end developers to integrate front-end components with server-side logic
Continuously improve the user experience by optimising performance, accessibility and overall quality
Participate in code reviews, sprint planning and other agile development activities
What we're looking for
Proven experience as a Frontend Developer with a strong portfolio of projects
Proficiency in HTML5, CSS3, JavaScript, and modern front-end frameworks and libraries (e.g. React, Angular, Vue.js)
Solid understanding of responsive web design, accessibility, and cross-browser compatibility
Experience with version control systems (e.g. Git) and collaboration tools
Excellent problem-solving and analytical skills
Good teamwork and communication skills
A passion for staying up-to-date with the latest front-end technologies and trends
What we offer
Competitive salary and bonus structure
Comprehensive health and wellness package
Generous learning and development opportunities
Flexible work arrangements and work-from-home options
Opportunity to work on cutting-edge technology projects
Collaborative and inclusive company culture
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume.
Email Address:
it@talenttradersg.com
EA License No.: 13C6305
Reg No: R1770654
For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us."
"Programmer, Group Technology & Digital Development",Developers/Programmers,Information & Communication Technology,"Responsibilities :
Develop, maintain, and update websites under the group on both frontend and backend.
Build and customize themes and child themes as needed.
Modify and create custom plugins or functions.
Assist in maintaining and updating custom-built websites
Collaborate with designers, content creators, and senior developers to implement new features and fix bugs.
Troubleshoot and debug issues across all websites.
Perform testing across browsers and devices to ensure cross-platform compatibility.
Support website migrations, backups, and hosting configurations.
Maintain clear documentation of code and procedures.
Ensure website performance, security, and SEO best practices.
Requirements:
Basic to intermediate experience with CMS - WordPress as main (frontend and backend).
Working knowledge of PHP, HTML, CSS, and JavaScript.
Familiar with MySQL and managing databases.
Understanding of responsive web design and modern UI/UX practices.
Ability to learn quickly and follow instructions or documentation.
Strong problem-solving skills and attention to detail.
Able to work independently to solve arising system issues.
Able to multi-task, prioritize tasks in a demanding, fast-paced environment."
Software Engineer (Frontend / Backend / Full Stack),Engineering - Software,Information & Communication Technology,"About the Role
We’re hiring Software Engineers across different stacks, be it frontend, backend, or full stack. Whether you’re just starting out or already bringing years of experience, we’re working on active roles with some great tech teams in Malaysia and the region. If you're someone who enjoys building, problem-solving, and working with modern tech, we’d love to hear from you.
Experience with any of the following is welcome:
Frontend: React.js, Angular, Vue.js, JavaScript, TypeScript, HTML5, CSS3, Tailwind
Backend: Node.js, Java (Spring Boot), Python, .NET Core, Express
Database: MySQL, PostgreSQL, MongoDB, Firebase
Dev Tools: Git, Docker, CI/CD pipelines, RESTful APIs
Other: AWS, Azure, microservices, Next.js
What We Look For:
Passion for coding and clean software design
Strong problem-solving mindset
Able to work independently or collaboratively in agile teams
Open to learning new technologies or stacks
Bonus: GitHub/portfolio links or side projects
Why Join Our Talent Pool?
We’ll proactively match you to relevant openings that fit your skills and preferences
You’ll be among the first considered for new job opportunities across Malaysia
Get hiring insights, interview prep support, and market advice directly from our consultants
What you need to do now:
If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV.
If this job isn't quite right for you, but you are looking for a new position, please contact us at
ks.chong@primeworq.com
for a confidential discussion on your career.
About us
Agensi Pekerjaan Primeworq Sdn Bhd is a leading recruitment agency, specialising in connecting top talent with dynamic organisations across Malaysia. With a proven track record of success, we are committed to providing our clients with the best-fit candidates and our candidates with the most rewarding career opportunities."
Junior Programmer,Developers/Programmers,Information & Communication Technology,"We’re looking for a driven
Junior Programmer
to join our dynamic development team. This is an excellent opportunity to work on real-world projects, enhance your skills, and grow your career in a supportive and innovative environment.
Responsibilities:
1. Assist in Web Development
Help develop and maintain web applications using PHP, HTML, CSS, JavaScript, and MySQL.
Support the integration of front-end and back-end components.
2. Code Maintenance & Debugging
Identify and fix bugs in existing code.
Assist in code optimization and performance improvement.
3. Testing & Documentation
Perform basic testing to ensure functionality and reliability.
Document code and development processes clearly.
4. Collaboration
Work with senior developers and designers to implement new features.
Participate in regular team meetings and code reviews.
Requirements:
Candidate must possess at least a Bachelor's Degree, Post Graduate DIploma, Professional Degree in Computer Science/Information Technology or equivalent.
Required skill(s): PHP, HTML, CSS, JavaScript, and MySQL.
1-2(years) of working experience in a related field is preferable.
Talented fresh graduates with a willingness to learn new technologies are encouraged to apply.
Applicant must be willing to work in Putrajaya.
Preferably Junior executives specializing in IT/Computer -Software or equivalent Willing to adapt to change.
Full Time positions available.
Why Join Us:
Gain experience with frameworks (e.g., Laravel, CodeIgniter) and tools (e.g., Git).
Continuously improve skills through tasks and mentoring.
Friendly and collaborative team environment.
Opportunity to work on meaningful projects and gain multi-platform experience.
Growth path toward Mid-Level and Senior Developer roles."
Software Programmer,Developers/Programmers,Information & Communication Technology,"Job Description
Design, code, test, and debug software applications based on specific requirements or user stories.
Develop new software features and enhance existing ones to meet business or project goals.
Analyze and troubleshoot software issues, identify bugs, and propose solutions to address them effectively.
Conduct unit testing, integration testing, and participate in code reviews to ensure the quality and reliability of the software.
Responsible for the daily maintenance of the company's existing software product system and make timely response to the problem of the system.
Keep up with industry trends, best practices, and new technologies to improve coding skills and stay current with software development methodologies.
Job Requirements
Qualifications
Passion for best design and coding practices and a desire to develop new bold ideas.
Strong
logical thinking
and
problem-solving skills
.
Good
mathematical skills
, especially in financial calculations.
Possess at least Bachelor’s Degree/Professional Degree in Software Engineering, Computer Science or equivalent.
Minimum
3 years
of Windows Application or Website development experience.
Able to speak and write in
Mandarin
,
English
and
Malay
language (to liaise with associates).
Fresh graduates are encouraged to apply.
Required Skills
Solid knowledge of
ASP.NET
,
C++, Laravel, Vue.js, or React.js
.
Proficient with
SQL
database."
