Title,Job SubClassification,Job Classification,Full Job Description
Software Developer (Trading Solutions),Developers/Programmers,Information & Communication Technology,"We are looking for a highly motivated software developer who is keen to build a career in one of the fastest growing FinTech companies in Singapore.  The team owns and manages trading solutions within the group, where we are involved in every stage of the SDLC. On a day to day basis, we often get to work with different teams and stakeholders apart from coding, which gives us a good understanding of the entire system architecture and high level business direction.
This is a very hands-on and technical role, with more emphasis on backend development. If you are someone who thrives in a fast paced environment and is always willing to take on new challenges, we welcome you to apply.
Responsibilities:
Software development, with key focus on backend coding.
Partake in all other areas of SDLC other than development.
Work with project team to ensure UAT is complete.
Support any issues post-production.
Rotational support of critical systems.
Occasional BCP/DR exercises on weekends.
Requirements:
Degree in Computer Science or related field.
Java (Spring Boot) / C# (ASP.NET) or other OOP experience.
HTML / JavaScript / CSS experience.
Strong SQL knowledge.
Good understanding of data structures, async/await, locking mechanisms.
Team player with strong accountability.
Good to have:
Fundamental networking knowledge.
Experience working with Message Queues or other messaging middleware.
Understanding or interest in financial markets, especially equity trading products and concepts.
Strong communication skills.
Conversing in English and Mandarin to liase with Mandarin speaking associates.
Perks and Benefits:
•
Employee Share Options / Performance Shares
: The company introduced the Share Options / Performance Shares Plan to recognize employees' contributions and achievements in the growth of the company.
•
Investment
: 0% sales charge for unit trust & 50% staff rebate on front end charges for stocks and ETFs * if you invest through our platform.
•
Snacks & Beverages
: Enjoy a variety of snacks and drinks from vending machines, including fresh-brewed espresso, Americano, and more from the coffee machine. Additionally, we have a weekly
Breakfast Day
and
Fruits Day
!
•
Relaxation
: Access to a relaxation room equipped with massage chairs at all times to help you relieve tiredness and stress.
•
Yearly Activities
: Participation in outdoor activities, celebrations during festive seasons, and more exciting events!
•
Remuneration Package
: Competitive salary packages that are well above market rates for those with the right potential.
•
Annual Salary Review and Yearly Bonus
: Both processes will be conducted depending on the company's performance and individual work performance.
•
Coverage
: Comprehensive insurance along with Medical, Dental & Optical coverage.
•
Allowances
: Monthly sports allowance, Enjoy yearly department gatherings, and welcome lunches for new staffs.
•
Training
: Benefit from free external and internal training providers, ensuring continuous learning and development.
•
Annual Leave
: Entitlement to 21 days of annual leave.
These benefits are designed to enhance your overall well-being and ensure a rewarding working experience with us."
Application - Support -Technical Consultants,Developers/Programmers,Information & Communication Technology,"Role of a Functional Support - Technical Consultant
To involve in Project Implementation which cover the challenging area of Consultancy, Implementation, System Design, Development (Programming required), Testing, Analysis & Reporting, System Configuration & Installation, and etc.
Requirements:
Candidate must possess at least a Professional Certificate, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Professional Degree in Accounting/ Computer Science/Information Technology, or equivalent.
Required Skill(s): For Functional Support - Hands-On Experience in System Implementation and good knowledge of Finance and accounting concepts
Required skills(s) - for Technical, preferable with Java, PHP, .NET programming language, web programming, C ++ us and MS. SQL Server but not compulsory
Required language(s): English, Bahasa Malaysia
At least 2-4 year(s) of working experience in the related field is required for this position. Fresh Graduates are encouraged to apply as Associate Technical Consultants.
Exposure in Microsoft Dynamics BC/ NAV, ERP solutions and CRM solutions will be an added advantage."
Junior RPA Developer | Hybrid | Mandarin Speaker (Ref:002),Developers/Programmers,Information & Communication Technology,"Position Overview:
We’re looking for an automation expert to identify and automate manual processes within
Customer Success
and other business functions. You will enhance operational efficiency, optimize CRM processes and systems, integrate disparate IT systems to ensure seamless data flow and drive technology-driven process improvements, focusing on IT Support roles.
Key Responsibilities:
Automation & Process Optimization:
Implement automation to streamline tasks across
Customer Success and Customer Service
operations.
CRM Optimization:
Enhance and integrate CRM systems (Zoho, Salesforce, HubSpot) for seamless data flow and productivity.
RPA Development:
Create
Robotic Process Automation (RPA) solutions
to improve workflows.
Collaboration:
Work with cross-functional teams to identify opportunities for process improvements.
Data Management & Reporting:
Build scripts in
Python, JavaScript, R, Ruby, Batch, PowerShell, Bash/Shell, and SQL
for data extraction and reporting.
Google Workspace Automation:
Use
Google Apps Script
to automate workflows in
Google Sheets, Drive, Gmail
, etc.
Requirements:
Diploma or Degree in Related to this field (at least Diploma)
Strong skills in one or more scripting languages
Python, JavaScript, R, Ruby, Batch, PowerShell, Bash/Shell, and SQL
for scripting and automation.
Experience with integration of enterprise systems such
CRM systems
(Zoho, Salesforce, HubSpot) using proprietary scripts or 3rd party integration tools such as Zapier or Make.
Knowledge of
RPA, API integrations, and support automation
.
Passionate about understanding processes, process reengineering and process optimisations and automations.
Excellent problem-solving skills and attention to detail.
Should have proficiency in Mandarin to effectively communicate with Mandarin speaking clients
Company Benefits :
Competitive salary with performance-based incentives.
Shift allowances, medical benefits, and career development opportunities.
A collaborative and growth-oriented work environment."
Lead of AI / ML,Engineering - Software,Information & Communication Technology,"Our client is a global leader in technology innovation, delivering cutting-edge solutions across industries such as communications, 5G, automotive, energy, aerospace, defense, and semiconductors. With a strong commitment to diversity, equity, and inclusion, they foster a culture where bold ideas and breakthrough technologies thrive.
Role Overview
We are seeking a visionary and hands-on
Lead of AI/ML
to spearhead the development and execution of AI strategies that align with business goals. This role is ideal for a seasoned professional who can lead cross-functional teams, architect scalable AI solutions, and drive innovation through AI-powered business models.
Key Responsibilities
Lead the creation of an AI roadmap aligned with business vision and strategic initiatives.
Drive ideation and development of AI-powered business models and platforms.
Architect and implement AI infrastructure, platforms, and end-to-end ML pipelines.
Act as a hands-on subject matter expert, guiding the team in scalable AI/ML solution development.
Oversee model training, optimization, and deployment to support predictions, recommendations, and growth strategies.
Define and implement best practices for AI/ML lifecycle management.
Mentor and coach team members, fostering a high-performance AI/ML culture.
Collaborate with stakeholders to translate business needs into AI-driven solutions.
Qualifications
PhD / Master in Machine Learning, Computer Science, Statistics, or a related field.
Around 10 years of experience in AI/ML, including cloud environments, modern databases, and data ecosystems.
Proven track record in building and deploying AI/ML models and platforms.
Strong software engineering background with deep programming expertise.
Experience in developing AI/ML go-to-market strategies for enterprises or startups.
Passionate about emerging AI/ML trends and technologies.
Demonstrated leadership in managing diverse technical teams under fast-paced timelines."
Automation Engineer,Other,Information & Communication Technology,"Join Doo Group – Explore α Better Future
Doo Group is a global financial services group with FinTech as its core. With our 10 major business lines, spanning Brokerage, Wealth Management, Property, Payment & Exchange, FinTech, Financial Education, Health Care, Consulting, Cloud, and Digital Marketing, Doo Group has seamlessly provided clients with comprehensive products and services across the world. Through a one-stop approach, Doo Group remains committed to helping our clients achieve an ideal financial life while moving towards a better future together!
Looking for a New Challenge? Join Us as We Expand Globally!
As we continue our global business expansion, we’re on the lookout for talented individuals who are motivated to support our strategic goals and initiatives. Join a team that values innovation and growth.
What you’ll be working on:
1. Process Automation Design & Development
Design and implement automation workflows to optimize
accounting processes
such as
accounts payable, accounts receivable, payroll
, and
general ledger management
.
Use
Python
,
RPA tools (e.g., UiPath, Blue Prism, Automation Anywhere)
, and other automation frameworks to streamline repetitive financial tasks and ensure efficiency.
Work with accounting systems (e.g.,
ERP systems like SAP, Oracle, Xero, QuickBooks
) to integrate automation solutions for data entry, reconciliation, and reporting.
Collaborate with finance teams to identify opportunities for automation and recommend solutions for reducing errors and increasing process speed.
2. Data Management & Reporting Automation
Develop automated systems for the extraction, transformation, and loading (ETL) of financial data across multiple platforms and databases.
Create automated reporting tools to generate
financial reports, reconciliation reports
, and other financial documents, reducing manual intervention and turnaround time.
Automate
data validation and verification
to ensure financial information is accurate and in compliance with regulations.
3. Process Improvement & Optimization
Work with finance and accounting departments to understand pain points and design automation solutions that improve operational efficiency and accuracy.
Continuously monitor the performance of automated systems and identify opportunities for improvement, scalability, and optimization.
Implement machine learning or AI-based models to
predict cash flow trends
,
optimize budgeting
, and improve financial forecasting.
4. Compliance & Risk Management
Ensure that all automated processes comply with
internal controls
and
external regulations
related to accounting and finance operations.
Ensure the accuracy and reliability of automated processes.
Assist in
maintaining financial data integrity
, minimizing risks of fraud or errors.
Requirement:
Bachelor’s or Master’s Degree
in Computer Science, Information Systems, or a related field.
2+ years of experience
in
finance or accounting automation
, preferably within a payment or fintech industry.
Strong proficiency in
Python
and
RPA tools
(e.g., UiPath, Automation Anywhere, Blue Prism).
Experience in
financial systems integration
, such as
ERP software (SAP, Oracle, Xero, QuickBooks)
and
accounting platforms
.
Familiarity with
accounting workflows
such as
AP/AR, reconciliation, payroll
, and
financial reporting
.
Strong understanding of
financial data management
,
data analysis
, and
reporting automation
.
Ability to understand and implement
internal controls
and
compliance requirements
in finance automation.
Excellent problem-solving skills and the ability to work independently and in a team-oriented environment.
Strong communication skills, with the ability to explain complex technical concepts to non-technical stakeholders.
Preferred Skills:
Experience with
machine learning
and
AI
for predictive financial analytics.
Knowledge of
cloud-based financial systems
and automation integration in
SaaS environments
.
Familiarity with
data visualization tools
(e.g., Tableau, Power BI) for financial reporting automation.
Experience in
project management
related to finance automation initiatives.
What we offer:
Seeking to expand your regional work experience?
Work alongside industry-leading professionals from around the globe in an environment filled with opportunities for continuous learning and growth.
We value your wellbeing
- You'll find it here along with our comprehensive medical, dental, optical, and wellness benefits.
We appreciate your contributions with a
13th-month salary and performance bonus
.
We reward our best employees
with
quarterly employee recognition awards
in USD.
Feeling drowsy after lunch?
Take advantage of our smart pantry access and monthly tea break/lucky draw.
Life as DOOers
At Doo Group, we embrace a culture where continuous growth, collaboration, and creativity are at the heart of everything we do. As a DOO, you'll collaborate with top professionals from around the globe, dive into exciting projects, and play a pivotal role in shaping the future of finance.
Unlock your potential with Doo Group. Apply now and step into a role where your impact is celebrated!
Discover your potential with Doo Group. Apply now and be part of our success story!
#DooBeyondLimit #TogetherWeDooMore #SucceedYourCareerWithDoo"
Senior Software Developer,Developers/Programmers,Information & Communication Technology,"Roles & Responsibilities:
Responsible for designing, developing, testing, and maintaining software applications while ensuring they meet quality, performance, and security standards. They lead development projects, mentor junior developers, and contribute to strategic technology and architecture decisions. Their responsibilities also include conducting code reviews, troubleshooting issues, and ensuring the software is up-to-date with modern technologies.
Mandatory Skills:
At least 5+ years of experience in software development
Experience with agile development methodologies
Experience with software design patterns and architecture principles
Experience with database technologies, such as SQL or NoSQL
Experience with version control systems, such as Git or SVN
Proficiency in at least two programming languages, such as Java, Python, C++, or Ruby
Desired Skills:
Experience with cloud computing platforms, such as AWS or Azure
Knowledge/Experience in AI Development & ML"
Senior Data Analyst,Other,Information & Communication Technology,"The incumbent is responsible for driving the department's digital vision by leveraging technology, automation, and data analytics to enhance efficiency and effectiveness, and gain deeper insights.
Client Details
Our client is one of the best globally rated airlines which boasts top of the line service, renowned comfort and luxury
Description
Data Management
Work closely with Data Scientist to create key data pipelines for heterogenous datasets
Ensure the accuracy and integrity of data used in reporting.
Data Analysis and Problem Solving
Use data analytics for structured and unstructured data to identify patterns and anomalies and generate actionable insights to enhance risk and controls.
Outline data lineage to trace sources of anomalies
Develop and maintain reports and dashboards using Tableau, Excel, and other BI tools.
Security and Compliance
Address data risks, including those related to PII (Personally Identifiable Information)
Ensure secure data handling throughout the pipeline
Business Decision Support
Work closely with Internal Auditors to analyse large data sets, trends and results to drive data-driven perational risk decisions.
Provide recommendations based on data analysis to support business decision-making.
Profile
Bachelor's degree in Computer Science or equivalent, with 10+ years of data analytics experience
Strong experience with Tableau, data tools eg. Power BI and programming languages (e.g., Python, R) in cloud-based data environments (e.g., AWS).
Expertise in handling structured and unstructured data
Excellent communication skills and interpersonal skills
Experience in leveraging Gen AI to expedite the delivery of the solutions
Job Offer
A well remunerated position with strong growth potential
Work with the one of the best Airlines company Globally
Superb benefits including travel, monetary and others
To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact J-Shan Loke on
+603 2302 4127
.
Agensi Pekerjaan Michael Page International (Malaysia) Sdn Bhd | Registration No.914741-W."
"Executive, IT Digital Project (SAP RPA Technical)",Programme & Project Management,Information & Communication Technology,"Design, develop, test, document and support RPA programs and reports for SAP end to end flow based on business requirements.
Setting up test and monitoring strategy to ensure automated workflows based on design blueprint is at optimum efficiency without risk of error/gap.
Work closely with functional and technical teams to ensure proper integration flow of business processes and procedures.
Assist in defining complex technical data requirements and flows for ongoing systems maintenance and future functionality with RPA.
To provide guide and full support to business and SAP functional.
Gatekeeper of quality check of all RPA fixes from external and internal.
Job requirement:
Candidate must possess at least Bachelor’s Degree in Computer Science/Information Technology or equivalent.
Experience hands on in RPA externally and internally for SAP for at least 5-8 years with several end-to-end project delivered.
Added advantage if from Plantation’s background.
Proficiency in programming languages, database and automation tools (eg: UIPath, iRPA, SQL, Python, .NET or etc)
Experience in SAP ABAP and BASIS related matter is an added advantage.
Experience in Machine Learning (ML) and Artificial Intelligence (AI) is an added advantage.
To possess a strong organizational, analytical, conceptual and problem-solving abilities."
Senior Software Developer,Engineering - Software,Information & Communication Technology,"Responsibilities：
·         Lead the design and development of new features for our cloud accounting and AI assistant products.
·         Collaborate with product managers, designers, and cross-functional teams to deliver robust and scalable solutions.
·         Mentor junior developers, perform code reviews, and establish best practices.
·         Drive improvements in system architecture and engineering processes.
·         Troubleshoot and resolve complex technical issues across the stack.
·         Stay up-to-date with industry trends and emerging technologies, especially in AI and automation.
·         Design, develop, and maintain robust and scalable RESTful APIs.
·         Optimize SQL Server performance to ensure efficient data retrieval and storage.
·         Implement best practices in DevOps to streamline the development and deployment processes.
Utilize AI tools to improve coding efficiency and software quality.
Responsibilities：
·         Lead the design and development of new features for our cloud accounting and AI assistant products.
·         Collaborate with product managers, designers, and cross-functional teams to deliver robust and scalable solutions.
·         Mentor junior developers, perform code reviews, and establish best practices.
·         Drive improvements in system architecture and engineering processes.
·         Troubleshoot and resolve complex technical issues across the stack.
·         Stay up-to-date with industry trends and emerging technologies, especially in AI and automation.
·         Design, develop, and maintain robust and scalable RESTful APIs.
·         Optimize SQL Server performance to ensure efficient data retrieval and storage.
·         Implement best practices in DevOps to streamline the development and deployment processes.
Utilize AI tools to improve coding efficiency and software quality."
"Manager, IT Problem Management",Management,Information & Communication Technology,"Overview
As the Problem Manager, you will be a critical leader responsible for proactively minimizing the impact of IT incidents by identifying and resolving their underlying causes. You will lead a team of problem analysts, driving the Problem Management process with a strong technical acumen. This role involves in-depth technical investigation, strategic problem-solving, and the identification of opportunities to leverage automation and AI-driven solutions to enhance the efficiency and effectiveness of the Problem Management function. You will also be responsible for leading and mentoring a technical team.
Key Responsibilities and Accountabilities
Lead the Problem Management Process:
Oversee the entire problem lifecycle from identification to resolution, ensuring adherence to processes and service level agreements (SLAs).
Provide Technical Leadership:
Guide the team through complex technical investigations and root cause analysis, enhancing their troubleshooting skills.
Conduct Root Cause Analysis:
Actively participate in and lead in-depth root cause analysis for recurring or major incidents using various diagnostic tools.
Proactively Identify Problems:
Analyze incident data and alerts to spot trends and prevent future issues.
Drive Automation & AI:
Identify and implement opportunities to automate repetitive tasks and explore AI/ML applications for better problem detection and analysis.
Collaborate Across Teams:
Work closely with development, infrastructure, and security teams to resolve problems and implement preventative actions.
Manage Knowledge:
Ensure all problem investigation and resolution knowledge is documented and shared to improve future incident handling.
Track Performance:
Define and monitor key performance indicators (KPIs) for the Problem Management process, reporting progress to leadership.
Implement Preventative Actions:
Work with technical team and track permanent fixes based on root cause analysis.
Communicate Effectively:
Keep stakeholders informed on problem status, resolutions, and preventative measures.
Improve Processes:
Continuously refine the Problem Management process, integrating automation and AI where beneficial.
Develop the Team:
Recruit, manage, and grow the problem management team, fostering a high-performing environment.
Requirement
• Strong Technical Background:
Proven expertise in areas like Network Engineering, System Administration (Windows/Linux), Application Development (specific languages), Database Administration, or Cloud Technologies.
• Proven Troubleshooting Skills:
Experience leading technical investigations and resolving complex IT issues.
•
Monitoring Tools Knowledge:
Experience with system monitoring tools and alert analysis.
•
Automation & AI Understanding:
Awareness of automation and AI principles and their potential in IT operations.
•
ITIL Framework Knowledge:
Solid understanding of ITIL frameworks, especially Problem Management.
•
Strong Leadership & Communication:
Excellent problem-solving, decision-making, leadership, and communication skills.
•
Team Management:
Experience managing and developing technical teams.
• Analytical & Reporting Skills:
Ability to analyze data, derive insights, and present information clearly (e.g., Excel reports, PowerPoint presentations).
•
Education:
Diploma or Degree in Information Technology or a related field, along with Certified in ITIL, Kepner-Tregoe, other technical relevant
What’s next:
Once you’ve applied online, our team will carefully review your application. Due to a high volume of applications, we appreciate your patience to allow for a fair and timely review process.
Should you be shortlisted for the role, we will send you an invitation via email for an interview. You can also check on your application status by logging into your candidate account."
Business Operation Manager,Programme & Project Management,Information & Communication Technology,"Drive the Engine of Growth! Business Operations Manager at Academy of AI
Are you a master of organization, a process guru, and passionate about making a real impact?
Academy of AI, a fast-growing no-code AI education startup in Puchong, is looking for a highly motivated Business Operations Manager to join our dynamic team! We are empowering entrepreneurs and professionals with the future of AI, and we need a strategic operator to help us scale to new heights (targeting 8 figures!).
Why This Role is Exciting:
Be the CEO's Right Hand: Work directly with our visionary CEO to streamline operations, manage critical projects, and implement innovative business frameworks. Your work will directly free up leadership to focus on strategic growth.
Shape Our Future: Play a pivotal role in building the operational backbone of a company at the forefront of the AI education revolution.
Drive Efficiency & Impact: If you love creating order, optimizing workflows, and seeing your efforts translate into tangible business success, this is for you.
What You'll Do:
Spearhead process improvements and implement new operational systems.
Manage key projects from an idea to launch, ensuring smooth execution.
Enhance our day-to-day operational efficiency and support our amazing team.
Manage vendor relationships and contribute to our strategic planning.
Champion the use of cutting-edge no-code and AI tools.
We're Looking for Someone Who:
Has 3-5+ years of experience in Business Operations, Project Management, or a similar role, ideally in a startup or fast-paced tech environment.
Is a proactive problem-solver with exceptional organizational skills.
Thrives on creating systems and bringing clarity to complex situations.
Is tech-savvy and an excellent communicator.
Is excited about AI, EdTech, and helping businesses grow!
Ready to make your mark?
If you're ready to take on a challenging yet rewarding role where you can truly build and make a difference, we want to hear from you!"
Developer & Social Media Intern,Developers/Programmers,Information & Communication Technology,"Overview:
We are seeking a passionate and driven Developer Intern to join our team. In this role, you will focus on creating innovative internal applications using AI and open-source technologies. These applications will improve internal processes and be developed with the intent to be marketed as products. The intern will work closely with product managers to design, build, and implement solutions using the latest tools and technologies in the AI space. Need to have a good understanding of social media platforms and to be able to generate social media content using AI.
Job Descriptions
Develop AI-powered Applications
: Contribute to designing, developing, and deploying AI-driven apps that streamline internal workflows and offer potential as commercial products.
Open Source Contribution
: Actively use open-source frameworks and libraries to build solutions, ensuring high-quality, scalable, and maintainable code.
Collaborate with Teams
: Work closely with internal stakeholders, including product managers and other developers, to understand business needs and translate them into technical solutions.
Prototype and Experiment
: Participate in rapid prototyping, testing, and iterating on new ideas based on feedback.
AI Model Integration
: Implement and fine-tune machine learning models for real-world applications, ensuring they are optimised for performance and scalability.
Code Review & Best Practices
: Engage in code reviews, follow best practices for coding standards, and contribute to improving development processes.
Documentation
: Document your work, including development processes, system architecture, and APIs, clearly and concisely.
Requirements
Currently pursuing or recently completed a degree in Computer Science, Engineering, or a related field.
Willing to join for a minimum of 6 months with commitment.
Basic understanding of machine learning principles and AI algorithms.
Experience with at least one programming language such as Python, JavaScript, or Java.
Familiarity with open-source software development and related tools (e.g., Git, GitHub).
Exposure to popular machine learning libraries such as TensorFlow, PyTorch, or Scikit-learn.
Strong problem-solving skills and ability to think critically about business needs.
Willingness to learn new technologies and tools quickly.
Ability to work independently and as part of a collaborative team"
Project Manager / Business Analyst (Software),Programme & Project Management,Information & Communication Technology,"Role
Join our leading-edge software house specializing in innovative e-commerce solutions. We are seeking a dynamic Project Manager with a strong Business Analyst background to lead our software development teams. Employing Agile methodologies and leveraging Jira software, the ideal candidate will manage projects from initiation through to successful delivery, ensuring optimal functionality and alignment with client specifications. Candidates who demonstrate a strong proficiency in leveraging AI tools to streamline project management, enhance decision-making, and optimize development workflows will be given near-guaranteed consideration.
Responsibilities:
Project Leadership: Plan, initiate, and oversee software development projects focusing on e-commerce systems, serving as the primary liaison for all project-related activities.
Agile Facilitation: Lead daily Scrum meetings, sprint planning sessions, retrospectives, and other Agile ceremonies to ensure effective team communication and collaboration.
Stakeholder Collaboration: Work closely with product owners and stakeholders to define project scope, objectives, and deliverables that support business goals, in collaboration with senior management.
Documentation & Task Management: Translate client requirements into detailed project documentation and actionable tasks. Develop comprehensive project timelines, plans, and work breakdown structures to ensure timely deliverables.
Progress Monitoring: Monitor and report on project progress, manage project risks, resolve issues, and negotiate solutions to ensure projects are delivered within scope, time, and budget constraints.
Tool Utilization: Utilize Jira software for task tracking, backlog management, sprint planning, and prioritization of development tasks.
Analytical Support: Conduct requirement analysis, feasibility studies, and cost-benefit analysis as part of your business analyst responsibilities.
Innovation & AI Integration: Proactively integrate innovative techniques and AI-driven solutions into the project management process. Applicants with proven experience in using AI tools to enhance project efficiency and data-driven decision making will be prioritized.
Mediation: Serve as the mediator between technical teams and non-technical stakeholders to ensure clear communication and alignment of project goals and milestones.
Requirements:
Education & Experience: University degree or diploma with relevant working experience in related fields.
Professional Background: Minimum of 2 years’ experience in a software development analyst role.
Industry Knowledge: Expertise and passion in the e-commerce industry is an added advantage.
Language Proficiency: Excellent communication skills in English (spoken and written). Mandarin proficiency is a significant plus for dealing with Mandarin-speaking clients.
Work Environment: Ability to work remotely or independently, manage tight deadlines, and thrive in a fast-paced, dynamic environment.
User-Centric Approach: Demonstrated capability to plan user journeys that deliver an optimal user experience.
Tool Proficiency: Proven expertise in using Jira or similar project management software to oversee complex software development projects.
Leadership & Negotiation: Exceptional leadership, negotiation, and stakeholder management skills with a track record of managing multidisciplinary development teams.
AI Integration : Candidates must have demonstrable experience in OR a strong willingness to harness AI tools and techniques to drive project efficiency, optimize workflows, and improve data analysis. This skill is nearly essential for consideration in this role."
"Executive, IT Process & Governance",Business/Systems Analysts,Information & Communication Technology,"We are seeking a well-organized and detail-oriented candidate to assist in executing IT policies and ensuring IT teams across multiple regions align with the organization’s strategic direction. This role is responsible for implementing policies, documenting procedures, performing administrative functions, and ensuring adherence to the Software Development Life Cycle (SDLC) and internal IT frameworks.
The role will also involve project management efforts and collaborate closely with IT developers on an internal platform designed to enhance IT productivity, strengthen governance practices, and promote effective collaboration among stakeholders. The ideal candidate will require of technical expertise, project management skills, and administrative competence, with a dedication to process improvement and cultivating a high-quality, developer-focused environment.
Responsibilities:
Policy & Procedure Implementation:
Translate high-level policies, procedures, and guidelines into actionable, detailed implementation plans.
Ensure consistent adoption and adherence to governance standards across IT teams.
Monitor and report on governance with established policies and recommend adjustments as needed.
Collaboration & Administrative Support:
Manage administrative tasks, including report preparation and maintaining documentation.
Act as a liaison between management, IT teams, or stakeholders regarding inquiries about IT-related processes.
Project Management:
Assist in planning, coordinating, and tracking the progress of corporate projects.
Work closely with IT teams on internal developer platform projects, ensuring milestones are met and deliverables align with strategic goals.
Maintain project documentation, timelines, and status updates for stakeholders.
Requirements:
Bachelor’s degree in Information Technology, Business Information Systems, or a related field.
Strong organizational and multitasking abilities to handle detailed administrative work and projects simultaneously.
Detail-oriented with a proactive problem-solving mindset.
Good command of written and spoken English and Chinese.
Familiar with software development lifecycles or IT workflows.
1+ years of experience in project coordination or a related role.
Basic knowledge of SQL will be a plus.
Perks and Benefits:
•
Employee Share Options / Performance Shares
: The company introduced the Share Options / Performance Shares Plan to recognize employees' contributions and achievements in the growth of the company.
•
Investment
: 0% sales charge for unit trust & 50% staff rebate on front end charges for stocks and ETFs * if you invest through our platform.
•
Snacks & Beverages
: Enjoy a variety of snacks and drinks from vending machines, including fresh-brewed espresso, Americano, and more from the coffee machine. Additionally, we have a weekly
Breakfast Day
and
Fruits Day
!
•
Relaxation
: Access to a relaxation room equipped with massage chairs at all times to help you relieve tiredness and stress.
•
Yearly Activities
: Participation in outdoor activities, celebrations during festive seasons, and more exciting events!
•
Remuneration Package
: Competitive salary packages that are well above market rates for those with the right potential.
•
Annual Salary Review and Yearly Bonus
: Both processes will be conducted depending on the company's performance and individual work performance.
•
Coverage
: Comprehensive insurance along with Medical, Dental & Optical coverage.
•
Allowances
: Monthly sports allowance, Enjoy yearly department gatherings, and welcome lunches for new staffs.
•
Training
: Benefit from free external and internal training providers, ensuring continuous learning and development.
•
Annual Leave
: Entitlement to 21 days of annual leave."
